round,avg_ul_mcs
1,27.324
2,27.3449
3,27.4049
4,27.6554
5,27.6171
6,27.3205
7,27.2022
8,27.3017
9,27.6345
10,27.8674
11,27.7568
12,26.6887
13,27.0198
14,27.5979
15,27.0229
16,27.5708
17,27.4964
18,27.1315
19,27.7015
20,27.8338
21,27.4985
22,27.2666
23,27.7725
24,27.4002
25,27.6022
26,27.5722
27,27.2302
28,27.5429
29,27.5471
30,27.51
31,27.8556
32,27.2361
33,27.6002
34,26.9076
35,27.5011
36,27.5808
37,27.6307
38,26.9894
39,27.6033
40,27.4297
41,26.9676
42,27.707
43,27.5645
44,27.3683
45,27.757
46,27.6327
47,27.8267
48,27.6418
49,27.715
50,27.7391
51,27.8871
52,27.8179
53,27.8173
54,27.6377
55,27.817
56,27.4631
57,27.4296
58,27.1727
59,27.5449
60,27.7369
61,27.7882
62,27.7255
63,27.5013
64,27.6186
65,27.5986
66,27.1692
67,27.0421
68,27.6822
69,27.1104
70,27.6058
71,27.1256
72,27.1445
73,27.3582
74,27.5052
75,27.6877
76,27.2481
77,27.6237
78,27.717
79,26.914
80,27.6674
81,27.5695
82,26.6385
83,27.3193
84,27.396
85,27.4243
86,27.3875
87,27.4105
88,27.8593
89,27.7877
90,27.8324
91,27.8455
92,27.7424
93,27.7008
94,27.7632
95,27.3787
96,27.8503
97,27.6984
98,27.5971
99,27.601
100,27.6801
