round,ids
1,125;56;128
2,140;10;71
3,58
4,128;54;47;15
5,87;4;111;79
6,65;122
7,75;20;131
8,105;65
9,52;131
10,103;78;135;58;54
11,127;54;135;26
12,60;136;108
13,116;71;75;55
14,75;58;42
15,14;51;35
16,14;118;13
17,44;134;128
18,65;55
19,56;2;47;140
20,119;71;149;14
21,90;77;111;146
22,8;52
23,103;124;134;54
24,68;78
25,91;148
26,135;68;34;51
27,68;128;103
28,76;135;127
29,61;129;100;46
30,105;50;128
31,119;15;139;2;8
32,70;50
33,68;117;94;149
34,139;27;56
35,6;121;128;129
36,147;2
37,12;105;70;128
38,139;91;150
39,78;115;75
40,33;51;83;61
41,72;144
42,87;26;81;133;84
43,122;125;65;112;97
44,130;147;100;15
45,122;149;139;135
46,115;55;47
47,4;118;90;135;3
48,134;76;103
49,3;72;66
50,90;55;20;143
51,42;148;135;117;76;50
52,76;129;101;62;49
53,131;101;56;133
54,60;143;55
55,127;62;2;35;132
56,91;78;134
57,127;96;15
58,96;14;108
59,18;62;61;67
60,81;91;26;8
61,111;121;139;123
62,55;122;119;118
63,34;122;135;22
64,144;26;80
65,58;144;75;141
66,76;71;10
67,149;80
68,112;18;81;70
69,121;2
70,94;135;27;70;3
71,27;130
72,121;91
73,148;147;51;150
74,103;135;63
75,80;131;66;79
76,46;135
77,100;124;62;79
78,124;46;68;137;90
79,55;83
80,139;148;12
81,70;132;120
82,76
83,2;68;85
84,55;125
85,52;133
86,3;77
87,132;26;61;44
88,47;76;96;134;34
89,137;115;80;66;70
90,90;34;116;111;44
91,27;66;87;149;125;122
92,68;54;26;121
93,101;68;70;15
94,2;13;80;81;149
95,70;75;37
96,70;111;35;18
97,128;78;140
98,96;4;87;39
99,44;39
100,125;91;135;149
