round,avg_ul_mcs
1,27.7922
2,27.8473
3,27.7111
4,27.6903
5,26.966
6,27.8645
7,27.7288
8,27.8078
9,27.8547
10,27.6724
11,27.6743
12,27.6691
13,27.7452
14,27.8448
15,27.8429
16,27.8309
17,27.6698
18,27.7251
19,27.7693
20,27.7977
21,27.8559
22,27.8232
23,27.8941
24,27.7531
25,27.8438
26,27.6762
27,27.7392
28,27.8467
29,27.8843
30,27.8153
31,26.9498
32,27.5426
33,27.5552
34,27.7904
35,27.7888
36,27.7597
37,27.7081
38,27.8042
39,27.7651
40,27.254
41,27.801
42,27.7759
43,27.757
44,27.7784
45,27.596
46,27.7876
47,27.5055
48,27.6053
49,27.8049
50,27.7785
51,27.7079
52,27.8522
53,27.8149
54,27.7732
55,27.7333
56,27.5946
57,27.7065
58,27.7751
59,27.7913
60,27.8743
61,27.8332
62,27.7006
63,27.3454
64,27.8232
65,27.5006
66,27.7518
67,27.7721
68,27.8901
69,27.8341
70,27.8146
71,27.7563
72,27.1565
73,27.833
74,27.7976
75,27.7456
76,27.7656
77,27.7889
78,27.8222
79,27.653
80,27.8104
81,27.4655
82,27.7455
83,27.8031
84,27.864
85,27.4227
86,27.7814
87,27.8105
88,27.6603
89,27.6954
90,27.8327
91,27.7608
92,27.7925
93,27.6719
94,27.7364
95,27.8134
96,27.7251
97,27.8384
98,27.8311
99,27.7382
100,27.2726
