round,ids
1,64;149;71;72;42
2,143;7;141;44;27;137
3,130;42;81;51;58;80
4,134;27;71;116;135;61
5,135;137
6,72;125;116;26;25;12
7,116;112;89;87;137
8,12;137;10;4;44
9,141;72;64;94;71;9
10,135;141;64;44
11,135;97;23;94;143
12,135;9;141;51;149
13,144;134;87;71;80
14,72;7;135;116;42;89
15,130;141;112;81;51;2
16,9;143;33;62
17,44;9;4;72
18,26;9;141;71
19,51;137;33;9;134
20,44;4;143;27;144
21,87;27;33;94;72
22,26;9;51;71;83;149
23,26;131;116;51;144;148
24,42;116;148;130;145
25,149;26;131;134;94;64
26,64;141;27;12
27,83;33;143;62;144
28,27;149;87;130;137;135
29,51;27;64;23;107;42
30,130;26;51;4;87
31,143;27
32,87;135;12
33,94;42
34,71;51;135;131;130;134
35,116;134;51;112;84
36,112;125;27;122
37,71;72;27;44;144
38,58;9;137;146;139
39,116;9;137;87;51
40,135;146;81
41,4;135;64;87;51;80
42,75;94;23;10
43,33;134;144;51;137;80
44,50;23;9;144;139
45,112;33;149;50
46,130;112;83;122;149
47,12;138;72;143
48,72;26;130;44;42;80
49,72;116;87;139;39
50,71;87;44;33;9;27
51,87;80;143;51
52,27;87;51;4;130;64
53,130;4;80;33;65
54,143;72;87;12
55,141;12;81;71
56,131;64;42;58
57,9;141;10;137
58,12;116;27;148;80
59,148;71;94;10;12;2
60,44;148;71;134;131;65
61,12;134;116;62;26;141
62,44;134;80
63,143;141;149
64,83;72;148;4;9;62
65,135;80;149
66,33;131;26;87;141;2
67,65;27;143;135;130;144
68,4;135;137;131;51
69,83;130;148;4;116;144
70,116;81;87;94;71;12
71,4;144;26;72
72,134;112;12
73,23;27;144;143;130;137
74,137;12;81;72;39
75,94;9;141;51;2
76,10;71;4;65
77,51;71;9;94;39
78,42;71;116;131;83
79,31;122;4;110
80,27;81;131;64;51
81,26;64;44;58;47
82,148;83;130;10
83,131;130;83;12;144;4
84,83;7;116;33
85,112;94;72;138
86,26;143;62
87,83;143;51;148;72;149
88,26;64;10;144;2
89,7;130;83;44;138
90,81;83;26;62;149
91,134;83;42;27;141
92,10;141;135;4
93,148;10;134;27;62;39
94,72;131;64;44;9
95,143;87;135;27
96,64;144;130;42;149
97,148;144;135;72;44
98,141;27;122;26;4
99,135;33;134
100,135;63;141;138
