round,ids
1,2.00557;2.99807;4.39907;4.40207;4.46407
2,1.24353;3.51907;4.05707;4.28307;4.42857;4.55357
3,1.21547;3.9625;4.10696;4.133;4.6135;4.994
4,1.72797;3.828;3.828;3.94;3.943;4.40546
5,1.86354;3.40654
6,1.17204;3.69503;3.69554;3.711;3.788;4.438
7,1.19504;3.98354;4.00754;4.0095;4.06154
8,1.59204;1.71604;3.59753;3.69504;3.75604
9,1.85854;1.885;4.21254;4.27704;4.30154;4.30304
10,2.139;2.29197;2.3395;3.6585
11,1.629;3.018;3.60596;3.731;3.735
12,1.1745;3.19446;3.5995;3.6585;4.212
13,2.48346;3.1105;3.1105;3.32147;3.601
14,1.205;3.0305;3.6605;3.667;3.8265;4.7905
15,1.1435;3.61497;3.61497;3.7325;3.788;4.2745
16,1.115;2.6795;2.6985;2.77896
17,1.696;1.76046;3.32;3.41397
18,2.002;2.0665;4.027;4.167
19,2.37946;2.75846;2.7735;2.9055;4.085
20,1.2245;3.1455;3.855;4.069;4.113
21,1.38096;1.59446;3.35546;3.3905;3.4155
22,1.1875;3.1125;3.658;3.767;3.802;4.27947
23,2.6725;3.343;3.3735;3.49203;3.50003;3.9585
24,1.62603;2.00604;2.0555;3.45154;3.64254
25,1.20004;2.95353;3.70904;3.71953;3.7465;3.7465
26,1.15853;2.69554;2.6995;2.78553
27,1.71754;1.74004;3.18004;3.35;3.85003
28,1.73153;1.84553;3.89053;3.89054;3.91103;3.91104
29,1.77;1.8415;3.95546;3.967;3.978;3.982
30,2.0595;2.24297;2.276;3.42397;3.4275
31,1.1745;2.7245
32,1.3435;3.553;3.658
33,4.2545;4.345
34,1.3975;3.44701;4.159;4.184;4.1845;4.365
35,2.075;2.2545;2.30446;3.8165;4.793
36,1.20246;3.169;3.24996;3.7475
37,2.4015;2.4615;2.556;4.16946;4.1705
38,2.97;3.2795;4.108;4.223;4.2395
39,1.8835;2.3345;2.4795;3.5995;3.6005
40,1.17897;2.7855;2.9085
41,1.61047;1.6415;3.725;3.8295;3.847;4.5165
42,1.1085;2.454;2.47146;2.566
43,1.6385;1.65851;3.45297;3.62396;3.7635;4.477
44,2.43947;3.13446;3.21146;3.43746;3.58646
45,1.3375;3.008;4.05496;4.186
46,2.2175;2.265;3.5185;3.561;4.053
47,1.6555;1.732;2.3425;2.5095
48,1.12496;2.6605;3.2965;3.3;3.3045;3.7075
49,1.113;2.73096;2.734;2.971;4.071
50,1.5405;1.6515;3.2735;3.2755;3.455;3.9135
51,1.58097;2.606;2.9845;3.14
52,1.472;1.95796;1.996;3.507;3.677;3.81947
53,1.64103;1.708;4.07704;4.32404;4.83054
54,1.05654;2.417;2.417;3.7265
55,1.4395;1.62103;2.59203;2.59203
56,1.12553;3.18003;3.36253;4.65903
57,1.13453;2.72;2.914;3.41153
58,1.16353;2.97403;3.16303;3.16304;3.18054
59,1.54;3.38753;3.39203;3.61353;3.8565;4.53553
60,2.2065;2.291;2.294;3.706;3.706;4.81046
61,1.58354;1.62053;3.372;3.57454;3.57604;3.64404
62,1.63946;1.72296;2.8945
63,2.87596;2.895;2.98
64,1.631;1.669;3.32296;3.666;3.691;4.78196
65,2.21604;2.95554;2.99854
66,1.531;3.35854;3.56754;3.58003;3.64;4.45354
67,2.2835;2.79046;3.5315;3.64;3.6435;3.654
68,1.559;1.653;3.091;3.096;3.1715
69,2.523;2.62897;2.739;2.77296;3.918;4.933
70,1.644;1.6905;3.447;3.44996;3.624;3.766
71,1.778;1.796;2.8225;2.82646
72,1.259;2.7425;2.951
73,1.15946;2.758;3.4725;3.47846;3.514;3.57496
74,1.5395;2.4035;2.9415;3.08653;4.98353
75,1.91154;3.43203;3.55403;3.57603;4.09203
76,1.14;2.4795;2.53454;3.01304
77,1.56803;1.69004;3.29854;3.39553;4.30253
78,1.66703;1.7115;3.34803;3.34804;3.50053
79,1.12404;3.3335;3.48403;3.60253
80,1.12404;2.80253;2.80254;3.05453;3.1815
81,1.42503;1.57453;2.88053;3.55453;4.48654
82,1.1245;2.49903;2.50103;2.60654
83,2.241;2.59103;2.6195;2.74004;3.77853;3.77854
84,1.4405;1.78096;2.5775;2.5775
85,3.327;3.33296;3.483;4.3965
86,1.073;2.54896;2.61246
87,1.5765;1.6645;3.1915;3.4165;3.4885;3.9215
88,1.1025;2.856;2.9655;3.1555;4.5975
89,1.157;2.976;2.97796;3.13996;4.5035
90,1.423;1.5825;2.9275;2.996;3.3535
91,1.345;1.537;3.213;3.306;3.32646
92,1.51196;1.625;2.62;2.62
93,1.50396;1.63196;3.557;3.808;3.8245;4.772
94,1.2225;3.59946;3.69896;3.79;3.854
95,1.236;2.6145;2.6295;2.72446
96,1.6655;1.77896;3.1415;3.1415;4.63846
97,1.6765;1.7685;3.1085;3.109;3.1865
98,1.1005;2.833;3.186;3.18696;3.19197
99,2.2135;2.2575;3.388
100,1.4865;2.1515;2.5605;3.788
