round,total_ul_rbg
1,53717
2,57944
3,62991
4,61510
5,44115
6,60575
7,57614
8,58094
9,61206
10,40998
11,51345
12,63513
13,52721
14,61846
15,60218
16,36736
17,40182
18,57055
19,48797
20,60511
21,47432
22,59415
23,57483
24,49169
25,55284
26,36936
27,47447
28,56751
29,55767
30,47543
31,31214
32,45273
33,51215
34,73601
35,53662
36,42393
37,68287
38,61507
39,48014
40,40872
41,67060
42,36476
43,60999
44,51832
45,59245
46,54003
47,38632
48,59863
49,63550
50,58654
51,41779
52,56634
53,55913
54,41066
55,37032
56,44675
57,49244
58,46309
59,62493
60,60602
61,56363
62,48460
63,49485
64,56529
65,38384
66,60198
67,58235
68,46155
69,59273
70,57323
71,37851
72,35971
73,56179
74,56197
75,50397
76,40498
77,47208
78,58301
79,43834
80,46875
81,56164
82,36652
83,57232
84,38077
85,43921
86,38686
87,59803
88,54080
89,50682
90,48958
91,47702
92,37723
93,61250
94,53561
95,43727
96,51614
97,46490
98,45747
99,39229
100,41856
