round,total_ul_rbg
1,51673
2,41743
3,38093
4,34300
5,38418
6,32867
7,38164
8,38822
9,31904
10,37089
11,37582
12,39154
13,37097
14,35458
15,31497
16,36478
17,36577
18,39863
19,37111
20,36937
21,36184
22,32668
23,30289
24,37742
25,26390
26,36823
27,37267
28,28064
29,30158
30,36081
31,38831
32,39226
33,40190
34,33806
35,37875
36,39420
37,37813
38,38976
39,36764
40,28585
41,25657
42,25886
43,25692
44,27953
45,28579
46,29027
47,26943
48,20171
49,28098
50,21656
51,28576
52,21057
53,28699
54,26629
55,26732
56,27333
57,27136
58,26482
59,24971
60,26898
61,19565
62,28816
63,28422
64,25267
65,28481
66,24260
67,20347
68,26625
69,26964
70,20676
71,27128
72,28337
73,19504
74,27811
75,27338
76,26440
77,26535
78,26952
79,26494
80,26670
81,27765
82,25571
83,20300
84,27213
85,27218
86,26656
87,22261
88,26532
89,27245
90,27413
91,27105
92,26970
93,27298
94,27763
95,27304
96,27499
97,27108
98,26254
99,27657
100,28458
