round,start,end,dur_s,dest,tx_kbit_s,rx_kbit_s,throughput_kbit_s,mean_delay_ms,mean_jitter_ms,packet_loss_pct,delivery_ratio_pct,tx_pkts,rx_pkts,tx_bytes,rx_bytes
1,1,6,5,1.0.0.2,2213.76,2067.73,2067.73,15.2254,2.67055,2.38028,97.6197,3529,3445,1383597,1292328
1,1,6,5,5.0.0.2,143745,6624.49,6624.49,8.31356,0.91531,95.3923,4.60773,85400,3935,89840810,4140304
2,6,11,5,1.0.0.2,5492.4,5375.48,5375.48,24.0101,1.66071,18.9655,81.0345,5858,4747,3432748,3359677
2,6,11,5,5.0.0.2,19961,6179.55,6179.55,8.38118,0.895349,69.0446,30.9554,11859,3671,12475626,3862217
3,11,16,5,1.0.0.2,5841.92,5779.2,5779.2,23.5095,1.60827,0.559122,99.4409,4829,4802,3651198,3611998
3,11,16,5,5.0.0.2,19961,6179.55,6179.55,8.38118,0.895349,69.0446,30.9554,11859,3671,12475626,3862217
4,16,21,5,1.0.0.2,3573.32,3420.4,3420.4,17.5554,1.99462,2.13276,97.8672,4173,4084,2233327,2137747
4,16,21,5,5.0.0.2,19961,6179.55,6179.55,8.38118,0.895349,69.0446,30.9554,11859,3671,12475626,3862217
5,21,26,5,1.0.0.2,851.914,820.897,820.897,13.3297,2.18589,1.36752,98.6325,3510,3462,532446,513061
5,21,26,5,5.0.0.2,19961,6179.55,6179.55,8.38118,0.895349,69.0446,30.9554,11859,3671,12475626,3862217
6,26,31,5,1.0.0.2,3698.69,3532.66,3532.66,23.6364,2.11848,2.04421,97.9558,4207,4121,2311682,2207911
6,26,31,5,5.0.0.2,19961,6179.55,6179.55,8.38118,0.895349,69.0446,30.9554,11859,3671,12475626,3862217
7,31,36,5,1.0.0.2,4886.01,4721.36,4721.36,26.9006,1.52652,1.43926,98.5607,5211,5136,3053757,2950852
7,31,36,5,5.0.0.2,19961,6179.55,6179.55,8.38118,0.895349,69.0446,30.9554,11859,3671,12475626,3862217
8,36,41,5,1.0.0.2,4447.86,4410.47,4410.47,15.6703,1.30278,0.410101,99.5899,4633,4614,2779915,2756542
8,36,41,5,5.0.0.2,19961,6179.55,6179.55,8.38118,0.895349,69.0446,30.9554,11859,3671,12475626,3862217
9,41,46,5,1.0.0.2,2511.82,2307.09,2307.09,16.3588,2.06195,3.91674,96.0833,3651,3508,1569885,1441929
9,41,46,5,5.0.0.2,19343.1,6124.03,6124.03,8.35901,0.889029,68.3432,31.6568,11492,3638,12089434,3827516
10,46,51,5,1.0.0.2,4253.71,4034.85,4034.85,19.4635,2.05075,11.5982,88.4018,5018,4436,2658567,2521783
10,46,51,5,5.0.0.2,6133.19,4937.07,4937.07,7.76428,0.719465,19.5115,80.4885,3644,2933,3833245,3085668
11,51,56,5,1.0.0.2,4691.63,4334.13,4334.13,16.7963,2.18808,10.4667,89.5333,5035,4508,2932266,2708831
11,51,56,5,5.0.0.2,6133.19,4937.07,4937.07,7.76428,0.719465,19.5115,80.4885,3644,2933,3833245,3085668
12,56,61,5,1.0.0.2,6129.06,5858.07,5858.07,26.1534,1.83198,2.31012,97.6899,5714,5582,3830665,3661291
12,56,61,5,5.0.0.2,6133.19,4937.07,4937.07,7.76428,0.719465,19.5115,80.4885,3644,2933,3833245,3085668
13,61,66,5,1.0.0.2,5802.58,5691.19,5691.19,19.1144,1.8053,0.97144,99.0286,5147,5097,3626610,3556996
13,61,66,5,5.0.0.2,6133.19,4937.07,4937.07,7.76428,0.719465,19.5115,80.4885,3644,2933,3833245,3085668
14,66,71,5,1.0.0.2,6773.07,6632.65,6632.65,19.6441,1.59948,1.06827,98.9317,5991,5927,4233168,4145405
14,66,71,5,5.0.0.2,6133.19,4937.07,4937.07,7.76428,0.719465,19.5115,80.4885,3644,2933,3833245,3085668
