round,avg_ul_mcs
1,27.0461
2,27.7734
3,27.8734
4,27.1146
5,26.7176
6,27.1299
7,27.7688
8,27.4849
9,27.1335
10,27.3032
11,27.4858
12,27.5753
13,27.8046
14,27.4568
15,27.3737
16,27.4356
17,27.6154
18,27.7332
19,27.4946
20,27.6741
21,27.761
22,27.8081
23,27.5461
24,27.6368
25,27.4466
26,26.8455
27,27.7945
28,27.4516
29,27.8693
30,27.4257
31,27.2399
32,27.4344
33,27.5978
34,27.6969
35,27.7223
36,27.3457
37,27.6924
38,27.8721
39,27.8252
40,27.8929
41,27.6565
42,27.5484
43,27.7896
44,27.3311
45,27.7681
46,26.7145
47,27.5418
48,27.7608
49,27.4421
50,27.7783
51,27.6857
52,27.5717
53,27.7544
54,27.606
55,27.6634
56,27.2418
57,27.6146
58,27.7845
59,27.5214
60,27.742
61,27.7983
62,27.509
63,27.7633
64,27.7895
65,27.8562
66,27.7949
67,27.615
68,27.8531
69,27.7364
70,27.5841
71,27.8285
72,27.5059
73,27.7554
74,27.1275
75,27.8223
76,27.7661
77,27.637
78,27.6377
79,27.7429
80,27.6703
81,27.4368
82,27.7839
83,27.6081
84,27.406
85,27.7318
86,27.5582
87,27.6668
88,27.7698
89,27.0197
90,27.6863
91,27.8567
92,27.7616
93,27.3447
94,27.6143
95,27.4091
96,27.5772
97,26.2509
98,27.8117
99,27.7558
100,27.7207
