round,ids
2,56;121;104;5
3,18;101;94;115
7,35;101
8,149
10,91;134
11,42
12,93;18;62;124
13,107;131;145;31
14,73;49;53;25
15,116;93
16,92;91;115
17,53;74;117;125
18,60;139;27;131
19,72;42;147
20,126;23;3;94
21,34;138;72;121;147
22,5;58;66;7
23,74;113;72
24,110;104;24
25,134;55;115
26,24
27,135;5;25
28,111;126
29,138;18;114
30,39;58;49
31,79;18;105
32,120;19;71;110
33,113;33;60
34,121;83;55
35,9;87;62
36,112;126;17
37,8;105;3
38,100;104;144;131;71;96
39,66;19;110;81
40,70;44;18;116
41,139;45;110;113;72
42,114;10
43,83;49;25;42;62
44,53;138;31;125
45,100;137
46,46;130;77
47,92;37;107;45;143
48,3;131;27
49,73;53;115
50,51;6;74;101
51,125;83;53;145
52,65;128;57
53,139;134;89;120
54,12;87;148
55,121;83;138
56,130;5;69;134
57,97;147;110;141
58,135;12;79;120;8
59,119;91;60;21
60,101;44;34;9
61,4;89;117;64
62,139;60;133
63,114;94;130;113;77;4
64,100;31;7;91;105
65,145;6;62;44;70
66,76;83;33;128;125;96
67,140;66;37
68,101;116;94;35;58;140
69,94;135;53
70,55;118;101;92;8;19
71,81;101;115;74
72,107;51;133;2
73,43;87
74,101;25
75,19;3;95;7
76,97;7;62;61;112;134
77,43;7;10
78,138;124;63
79,148;144;35;121;133
80,94;95;6
81,27;114;62
82,133;107;92;6;71
83,139;18;83
84,140;124
85,19;55;62;87
86,144;91;93
87,144;101;31
88,102;64;79;112
89,19;5;124;85
90,139;26;34;71
91,7;44;6;139
92,107;112;6;17
93,62;3
94,20;121;46;89
95,20;147;112;35
96,53;76;79;61
97,111
98,113;46;148;71
99,49;5;56;45
100,137;113;7;117
