round,start_sim,end_sim,duration_sim,start_wall,end_wall,duration_wall
1,1,6,5,18:31:59,18:39:46,467.485
2,6,11,5,18:39:46,18:47:04,437.729
3,11,16,5,18:47:04,18:54:28,444.05
4,16,21,5,18:54:28,19:02:26,477.531
5,21,26,5,19:02:26,19:10:29,482.978
6,26,31,5,19:10:29,19:18:29,480.769
7,31,36,5,19:18:29,19:26:26,476.23
8,36,41,5,19:26:26,19:34:19,473.269
9,41,46,5,19:34:19,19:42:16,477.313
10,46,51,5,19:42:16,19:49:45,448.542
11,51,56,5,19:49:45,19:57:24,459.36
12,56,61,5,19:57:24,20:04:54,450.166
13,61,66,5,20:04:54,20:12:38,463.927
14,66,71,5,20:12:38,20:20:26,467.516
15,71,76,5,20:20:26,20:27:02,395.818
16,76,81,5,20:27:02,20:33:53,411.382
17,81,86,5,20:33:53,20:40:54,420.842
18,86,91,5,20:40:54,20:48:25,450.818
19,91,96,5,20:48:25,20:56:07,462.753
20,96,101,5,20:56:07,21:02:28,380.99
21,101,106,5,21:02:28,21:09:49,440.643
22,106,111,5,21:09:49,21:17:37,467.909
23,111,116,5,21:17:37,21:24:38,421.385
24,116,121,5,21:24:38,21:32:12,453.249
25,121,126,5,21:32:12,21:39:09,417.107
26,126,131,5,21:39:09,21:45:19,369.797
27,131,136,5,21:45:19,21:52:30,431.878
28,136,141,5,21:52:30,21:59:14,403.113
29,141,146,5,21:59:14,22:06:27,433.181
30,146,151,5,22:06:27,22:13:47,440.522
31,151,156,5,22:13:47,22:20:24,396.376
32,156,161,5,22:20:24,22:27:30,426.438
33,161,166,5,22:27:30,22:34:50,439.854
34,166,171,5,22:34:50,22:41:21,390.935
35,171,176,5,22:41:21,22:48:14,413.272
36,176,181,5,22:48:14,22:55:00,406.106
37,181,186,5,22:55:00,23:01:30,389.687
38,186,190.803,4.80257,23:01:30,23:08:47,436.917
39,190.803,195.803,5,23:08:47,23:15:33,406.035
40,195.803,200.803,5,23:15:33,23:23:05,452.404
41,200.803,205.803,5,23:23:05,23:30:19,433.674
42,205.803,210.803,5,23:30:19,23:37:31,432.184
43,210.803,215.803,5,23:37:31,23:44:17,405.952
44,215.803,220.803,5,23:44:17,23:51:35,438.078
45,220.803,225.803,5,23:51:35,23:57:40,364.523
46,225.803,230.803,5,23:57:40,00:04:14,394.299
47,230.803,235.803,5,00:04:14,00:11:49,454.804
48,235.803,240.803,5,00:11:49,00:19:23,453.847
49,240.803,245.803,5,00:19:23,00:26:25,422.49
50,245.803,250.803,5,00:26:25,00:32:49,384.019
51,250.803,255.803,5,00:32:49,00:39:12,383.077
52,255.803,260.803,5,00:39:12,00:45:47,394.903
53,260.803,265.803,5,00:45:47,00:52:51,424.231
54,265.803,270.803,5,00:52:51,00:59:27,395.644
55,270.803,275.803,5,00:59:27,01:06:16,408.863
56,275.803,280.803,5,01:06:16,01:12:51,394.939
57,280.803,285.803,5,01:12:51,01:19:15,384.374
58,285.803,290.803,5,01:19:15,01:26:29,433.356
59,290.803,295.803,5,01:26:29,01:33:07,398.781
60,295.803,300.803,5,01:33:07,01:39:43,395.587
61,300.803,305.803,5,01:39:43,01:46:07,383.706
62,305.803,310.803,5,01:46:07,01:52:30,383.786
63,310.803,315.093,4.28996,01:52:30,01:58:57,386.698
64,315.093,320.093,5,01:58:57,02:06:12,434.713
65,320.093,325.093,5,02:06:12,02:12:44,392.318
66,325.093,328.931,3.83854,02:12:44,02:18:28,343.467
67,328.931,333.931,5,02:18:28,02:24:25,357.391
68,333.931,337.666,3.73446,02:24:25,02:30:14,349.345
69,337.666,342.666,5,02:30:14,02:36:45,390.913
70,342.666,346.795,4.12954,02:36:45,02:43:01,375.789
71,346.795,351.795,5,02:43:01,02:49:13,372.411
72,351.795,356.795,5,02:49:13,02:56:03,409.792
73,356.795,361.795,5,02:56:03,03:01:44,341.047
74,361.795,366.795,5,03:01:44,03:07:56,371.326
75,366.795,371.795,5,03:07:56,03:14:11,375.009
76,371.795,375.723,3.9275,03:14:11,03:20:06,354.864
77,375.723,380.723,5,03:20:06,03:26:36,390.732
78,380.723,385.723,5,03:26:36,03:32:31,354.462
79,385.723,390.723,5,03:32:31,03:39:08,396.88
80,390.723,395.723,5,03:39:08,03:45:24,376.058
81,395.723,400.723,5,03:45:24,03:52:35,431.567
82,400.723,405.723,5,03:52:35,03:59:07,391.619
83,405.723,410.723,5,03:59:07,04:05:13,366.591
84,410.723,415.723,5,04:05:13,04:11:08,354.851
85,415.723,420.723,5,04:11:08,04:17:08,359.881
86,420.723,425.723,5,04:17:08,04:23:32,384.187
87,425.723,430.723,5,04:23:32,04:29:16,343.139
88,430.723,435.723,5,04:29:16,04:35:26,370.4
89,435.723,440.723,5,04:35:26,04:42:30,424.354
90,440.723,445.723,5,04:42:30,04:49:05,394.861
91,445.723,450.723,5,04:49:05,04:55:17,372.012
92,450.723,455.723,5,04:55:17,05:02:09,411.63
93,455.723,460.723,5,05:02:09,05:08:01,352.485
94,460.723,465.723,5,05:08:01,05:14:08,367.236
95,465.723,470.723,5,05:14:08,05:20:29,380.25
96,470.723,475.723,5,05:20:29,05:26:52,383.575
97,475.723,480.723,5,05:26:52,05:32:20,327.449
98,480.723,485.723,5,05:32:20,05:38:18,358.546
99,485.723,490.723,5,05:38:18,05:44:16,357.803
100,490.723,495.723,5,05:44:16,05:50:20,363.99
