round,count
1,4644
2,8022
3,8673
4,4581
5,5454
6,4388
7,9112
8,5013
9,6938
10,6474
11,6241
12,7332
13,9627
14,7911
15,3286
16,4527
17,6068
18,6262
19,6342
20,3630
21,5773
22,7268
23,5120
24,6394
25,5443
26,1903
27,5320
28,3718
29,6926
30,4842
31,4531
32,6443
33,5390
34,4161
35,4353
36,4623
37,3755
38,7692
39,4800
40,9343
41,6184
42,5733
43,4691
44,6161
45,2337
46,3846
47,5886
48,7232
49,5479
50,3703
51,3319
52,3084
53,5823
54,3556
55,4150
56,4917
57,4089
58,6196
59,4323
60,4717
61,3724
62,3593
63,6603
64,5662
65,5021
66,6362
67,2327
68,7732
69,3198
70,6057
71,3212
72,4979
73,1472
74,2109
75,4441
76,6332
77,3835
78,2476
79,4278
80,2787
81,4728
82,5619
83,3565
84,1830
85,3132
86,4196
87,1858
88,4258
89,5375
90,4256
91,4886
92,5746
93,2260
94,3606
95,3852
96,4801
97,1176
98,3929
99,4472
100,3877
