round,count
1,4273
2,5279
3,5012
4,7139
5,4134
6,4949
7,6856
8,6193
9,3327
10,4745
11,4833
12,6921
13,7224
14,5405
15,3191
16,3903
17,8052
18,4964
19,3947
20,1724
21,4680
22,4425
23,3310
24,2936
25,3258
26,5752
27,2435
28,6260
29,2741
30,5721
31,4635
32,5541
33,3436
34,7489
35,4612
36,2842
37,5157
38,5335
39,4639
40,4069
41,6871
42,4274
43,3419
44,3162
45,3190
46,3315
47,4785
48,3536
49,4303
50,3572
51,4624
52,8000
53,4779
54,3004
55,4203
56,6249
57,3361
58,3219
59,5139
60,3742
61,5043
62,5921
63,5543
64,3933
65,4148
66,2055
67,5354
68,4825
69,3052
70,3433
71,3639
72,5360
73,2455
74,3021
75,5377
76,2408
77,3343
78,4635
79,2334
80,5223
81,3163
82,2837
83,4708
84,3486
85,4627
86,2852
87,3520
88,4890
89,4859
90,3970
91,4565
92,6093
93,6493
94,2108
95,3301
96,3242
97,6762
98,4602
99,4752
100,5364
