round,ids
1,2.98807;3.10207
2,1.54507;2.94803;3.44003;3.62057;3.73953
3,1.53807;1.71956;3.39856;3.44603;3.87507
4,1.11457;3.38757;3.52057;3.67407;4.56457
5,2.44207;2.63703;2.91807
6,3.00257;3.12657
7,2.88956;2.90056;2.93253;3.21653;4.69707
8,1.05008;2.70356;3.23157;3.23506;3.24907
9,1.10707;2.35953;3.98657;4.39307
10,2.64757;3.12357;3.44953
11,1.84857;2.61107;3.20507;3.36657;3.64507
12,1.02103;2.95607;3.40006;3.51207;3.51257;4.61907
13,1.03396;3.0345;3.1;3.11046;3.143
14,1.05396;4.3235
15,1.1205;2.4205
16,1.07246;2.4065;2.481;4.19446
17,1.3025;3.593;4.07996;4.2715;4.65996
18,1.36251;2.663;2.6635;2.783;4.2725
19,1.447;3.753;4.2465
20,1.36996
21,1.97746;2.9935;4.035;4.40696
22,1.003;2.083;2.611;4.332
23,1.025;2.42;3.905
24,1.261;1.98996;1.98997
25,1.14046;2.4045;3.8465
26,3.4385;3.5645;4.6
27,1.352;2.4615
28,1.5345;1.94596;3.294;3.296;3.362
29,1.097;2.217;2.82997
30,1.2455;2.0155;2.59146;2.9575;2.97;3.1665
31,1.04046;2.6665;2.8565;3.3625
32,1.998;2.727;3.036;3.037;4.3725
33,1.332;1.5425;3.2035
34,2.361;3.60796;3.611;3.82;4.1015
35,2.0255;2.10746;2.772
36,0.9965;2.11996;2.263
37,1.511;3.1485
38,1.42146;1.59;2.8515;3.0005;3.86096;3.98347
39,1.36553;2.6195;2.78953;3.67953
40,1.65403;2.91999
41,1.10103;3.18;3.18;3.82503;4.55153
42,2.19903;2.58449;2.68453;4.59503
43,1.37953;1.39653;1.86153;1.86199
44,1.01153;2.03553;2.11953;3.96503
45,2.08103;3.85003;4.83203
46,1.84853;2.49899;2.67099
47,1.09553;2.87999;3.00649;3.30853
48,1.03399;2.29253;3.15999;4.67503
49,2.4555;2.66503;3.02303;3.76803
50,1.37253;1.42753;2.41903;2.58853
51,1.23003;2.44353;2.44453;2.50353
52,1.57199;3.33503;3.33553;3.4555;3.45753
53,1.00349;2.41653;2.69653;3.51803;3.87103
54,1.03203;2.215;2.44203
55,1.50349;1.5035;2.50553;2.61999
56,2.83903;3.39753;3.48103;4.05203;4.53003
57,1.34403;1.85603;2.26649;2.76903;2.99503
58,1.21353;2.17003;2.65603;3.52399
59,1.44553;1.44703;2.59353;2.59403;2.66149
60,1.4435;1.50303;2.77853;2.81303
61,1.40503;2.51049;2.87603;3.06753;3.67303
62,1.02503;2.54403;2.83999;2.86803;4.16303
63,1.57403;1.66403;2.66053;3.14653;3.20853;3.31353
64,1.4475;2.8065;2.8885;3.2965
65,1.0545;2.449;2.4755;3.669
66,1.003;1.543;2.6735
67,2.4775;2.94846;3.0995;3.224
68,0.995501;2.368;2.38347;2.444;4.7545
69,1.40796;1.4915;2.471;2.716
70,1.2865;2.2385;3.5105;4.1365
71,2.1785;2.3215;2.763;4.1975
72,1.062;2.49997;2.805;2.915;2.922
73,1.815;2.243
74,1.9855;2.1845;2.703
75,2.277;2.876;3.0165;3.3975;3.672
76,1.2865;2.75147;2.965
77,1.44546;1.44547;1.896;1.89646
78,2;2.1675;2.259;2.7025
79,1.147;1.65596;2.9185
80,1.54547;2.757;2.75796;2.858
81,1.483;1.483;3.344
82,1.61746;1.77396
83,1.01846;2.135;2.82746;2.871
84,1.0455;1.3215;2.5115;2.7685;2.78501
85,1.4965;2.7505;3.6045;4.25
86,2.1255;2.173;3.8245
87,1.0765;2.43296;3.5345
88,1.02446;2.878;2.942;3.1295
89,1.0435;2.4935;2.9755;3.3175
90,1.89797;2.2615;2.8865;3.2685
91,2.185;2.659;3.22746;4.14896
92,1.3125;1.6695;3.083;3.08346;3.128
93,1.1035;2.4705;2.99496;2.9955;3.0265;3.48796
94,1.29754;1.37
95,1.018;2.0555;2.0555;2.88754
96,0.981998;2.17754;2.25854;2.49704
97,1.02254;3.04404;3.2015;3.20553
98,2.16054;2.162;2.27453;2.2895;3.5225
99,2.027;2.02754;2.37904
100,1.28154;2.71104;2.72403;2.809;3.52154
