round,ids
1,76;14
2,19;36;87;34;111
3,140;12;91;128;118
4,34;27;6;105;101
5,44;145;94
6,142;70
7,113;121;50;87;39
8,49;16;33;124;19
9,111;48;73;133
10,139;14;133
11,34;13;54;49;137
12,27;4;147;81;145;107
13,13;75;130;64;67
14,44;120
15,8;116
16,10;129;67;97
17,107;53;18;37;74
18,124;70;45;72;37
19,8;78;117
20,124
21,76;49;60;123
22,55;9;122;80
23,51;128;7
24,133;66;19
25,116;134;102
26,20;143;61
27,111;121
28,18;123;14;34;129
29,84;88;63
30,144;49;45;6;26;124
31,49;62;115;143
32,101;131;8;145;23
33,44;131;35
34,4;53;47;118;76
35,50;10;147
36,85;64;130
37,3;12
38,96;3;91;116;88;47
39,126;109;5;74
40,63;147
41,144;109;18;107;138
42,63;149;90;62
43,3;44;55;94
44,102;129;140;112
45,78;88;1
46,129;127;62
47,53;96;87;16
48,83;111;26;102
49,13;82;123;147
50,130;9;128;20
51,122;66;57;19
52,13;9;26;83;70
53,75;72;102;137;135
54,44;13;53
55,124;91;19;33
56,124;125;51;107;89
57,124;150;106;136;89
58,107;66;46;105
59,101;8;126;27;12
60,51;150;67;102
61,27;7;109;144;69
62,75;51;88;33;135
63,140;66;3;7;130;105
64,60;6;134;56
65,142;66;130;74
66,51;14;35
67,44;91;37;42
68,13;121;144;66;112
69,130;66;18;89
70,143;75;122;89
71,128;46;124;127
72,46;64;94;6;9
73,71;126
74,147;8;122
75,69;81;19;106;127
76,121;149;94
77,20;144;64;105
78,46;39;20;7
79,96;83;62
80,96;50;129;105
81,66;9;35
82,33;143
83,140;44;71;107
84,105;140;70;115;92
85,56;50;61;133
86,143;44;114
87,44;13;7
88,133;118;105;88
89,16;64;117;7
90,142;117;147;115
91,72;60;71;112
92,34;72;81;84;19
93,6;91;130;83;57;149
94,19;33
95,33;84;134;49
96,20;74;53;42
97,8;113;93;75
98,140;34;122;13;47
99,128;83;26
100,138;131;50;18;39
