round,avg_ul_mcs
1,27.5865
2,27.7933
3,27.7709
4,27.7934
5,27.4763
6,27.2845
7,27.8412
8,27.7263
9,27.5771
10,27.717
11,27.1579
12,27.8139
13,27.8104
14,27.3082
15,27.1799
16,27.4325
17,27.62
18,27.6134
19,27.0431
20,27.2877
21,27.638
22,27.6513
23,27.5151
24,27.2129
25,27.1206
26,27.4743
27,26.2415
28,27.5629
29,27.0675
30,27.6422
31,27.6611
32,27.6477
33,26.7058
34,27.7036
35,27.6964
36,27.3779
37,27.4124
38,27.717
39,27.5564
40,27.5945
41,27.436
42,27.7644
43,27.7122
44,27.6328
45,26.7373
46,27.4959
47,27.6339
48,27.7511
49,27.472
50,27.6747
51,27.6771
52,27.7986
53,27.7926
54,27.4764
55,27.6933
56,27.3898
57,27.6209
58,27.4678
59,27.7712
60,27.5695
61,27.4245
62,27.5398
63,27.716
64,27.6718
65,27.2119
66,26.7922
67,27.5771
68,27.7851
69,27.617
70,27.5791
71,27.6282
72,27.8142
73,27.3161
74,27.2969
75,27.3097
76,27.5743
77,27.7021
78,27.7502
79,27.6238
80,27.7308
81,27.2823
82,27.4688
83,27.6442
84,27.6661
85,27.4549
86,27.6623
87,27.7699
88,27.5434
89,27.701
90,27.5458
91,27.7218
92,27.7051
93,27.8206
94,26.8534
95,27.7867
96,27.6379
97,27.5719
98,27.6936
99,27.6061
100,27.6706
