round,total_ul_rbg
1,35131
2,34810
3,23597
4,23724
5,24135
6,15699
7,13754
8,10728
9,11429
10,11674
11,10441
12,10215
13,11183
14,12201
15,9993
16,10773
17,12312
18,7655
19,7711
20,7655
21,7813
22,7726
23,7361
24,7776
25,7589
26,7841
27,7633
28,7478
29,7049
30,4298
31,7549
32,7819
33,7046
34,8899
35,8694
36,7662
37,7879
38,6312
39,7838
40,8333
41,7993
42,8761
43,7578
44,7374
45,7820
46,7733
47,7870
48,7566
49,7925
50,7930
51,6922
52,8556
53,7598
54,7640
55,7435
56,7499
57,7497
58,7716
59,7255
60,7342
61,7486
62,7621
63,5327
64,7450
65,7294
66,6784
67,8225
68,7158
69,7759
70,7327
71,7605
72,7103
73,7555
74,7155
75,7224
76,7034
77,7660
78,7727
79,7543
80,7658
81,7954
82,7400
83,7845
84,6873
85,7694
86,7627
87,7998
88,8094
89,8415
90,7788
91,8486
92,7821
93,5094
94,8013
95,7397
96,7877
97,7699
98,8082
99,7980
100,6984
