round,count
1,6939
2,5069
3,8050
4,7647
5,5126
6,6635
7,7960
8,6574
9,9779
10,8674
11,6507
12,7111
13,3224
14,3074
15,9831
16,6106
17,9784
18,5098
19,4540
20,7719
21,9204
22,3385
23,4685
24,5682
25,8889
26,4387
27,4500
28,4844
29,6773
30,8906
31,7303
32,3687
33,8028
34,7289
35,2151
36,5997
37,5093
38,6461
39,5707
40,5819
41,9904
42,5354
43,7534
44,8830
45,2651
46,2879
47,7265
48,5737
49,3784
50,7630
51,4134
52,5282
53,6507
54,5393
55,3651
56,7936
57,8881
58,7153
59,5761
60,4651
61,5054
62,6290
63,6137
64,4580
65,6424
66,5986
67,4878
68,4191
69,4322
70,4470
71,1879
72,2210
73,4064
74,3438
75,10039
76,4756
77,6868
78,4514
79,5149
80,2623
81,4239
82,5207
83,4393
84,7748
85,7118
86,7069
87,9506
88,3050
89,5176
90,2570
91,5347
92,5478
93,8802
94,11036
95,4414
96,11596
97,6991
98,8273
99,11663
100,4556
