round,total_numsym
1,78278
2,57226
3,90865
4,86444
5,59266
6,76359
7,89925
8,75748
9,112252
10,99940
11,74529
12,81215
13,37665
14,35778
15,109262
16,70148
17,114508
18,58783
19,52617
20,86929
21,100871
22,39386
23,54708
24,65167
25,102477
26,49491
27,52198
28,56325
29,77222
30,104207
31,83839
32,43011
33,91627
34,82424
35,25106
36,69666
37,58186
38,73942
39,65002
40,67745
41,114860
42,62072
43,88003
44,100192
45,30868
46,33583
47,84787
48,66627
49,44248
50,87811
51,48135
52,60097
53,75464
54,62880
55,42665
56,89952
57,103609
58,82977
59,66534
60,54101
61,58410
62,72310
63,69947
64,53212
65,75353
66,69796
67,56630
68,49232
69,50318
70,51914
71,21811
72,25745
73,47542
74,39973
75,115059
76,54748
77,78333
78,52179
79,59833
80,30685
81,49443
82,59292
83,51212
84,89032
85,81817
86,81092
87,108533
88,35694
89,60470
90,29639
91,62445
92,63155
93,103252
94,128290
95,51923
96,130934
97,80163
98,95065
99,136361
100,52602
