round,ids
1,122;149
2,49
3,112;50
4,17;129;87
5,108;72
6,110;91;46
7,96;97;134
8,23;130;101
9,139;85;10;3;88
10,141;91;93;111
11,125;60;48
12,123;1;107;134
13,139;74
14,149;87
15,50;72;97
16,110;34
17,81;26;134;49;29
18,6;78;3
19,127
20,148;33
21,123;106
22,71
23,91;93;32
24,90;100;74
25,33;149;131;110
26,123;111
27,83;143;49
28,7;149;66
29,105;123;122
30,88;97;102;93;21
31,21;22;81
32,110;114
33,112;71;23
34,110;101
35,131;89
36,1;147;148
37,149;42
38,91;90;18;150
39,60;42;104
40,116;127;23;44
41,1;27;22;123;8
42,81;18;27
43,116;143;128;50
44,81;128;60;50
45,6;79;134
46,149;33
47,12;87;110;46;51
48,50;116
49,56;115;12;25
50,131;104;139;144
51,91;134;56
52,66;42
53,23;77;22;134
54,106;108;18;8
55,131;85;105
56,127;20;12
57,11;110;130;135;137
58,50;79;70;14;51
59,32;50;93;121
60,122;12;3;150
61,22;108;150;55
62,115;3;75;101
63,49;75;1;5
64,72;88;21
65,50;122;12;29
66,83;93;102
67,148;21;25
68,22;115;10
69,148;33;131;88
70,115;78
71,145;75
72,83;145
73,128;18;89
74,134;22
75,71;23;87;124;101
76,38;6;135
77,18;131;23
78,102;134;42;68
79,14;12;106;25
80,135;20;144
81,13;85;34
82,141;84
83,147;130;38
84,29;112;83;111
85,14;149;49;17
86,71;90;115;84
87,137;46;20;23;19
88,52
89,26;12;116;29
90,131;76
91,60;78;74;83;58
92,79;143;8
93,131;17;3;78;60;84
94,91;148;20;62;102;7
95,85;115;79;78
96,112;46;91;66;129
97,77;20
98,134;49;34;112
99,91;77;100;123;81;90
100,13;56;101;52
