round,ndi0_count,ndi1_count
1,528,6411
2,446,4623
3,474,7576
4,701,6946
5,328,4798
6,505,6130
7,865,7095
8,531,6043
9,304,9475
10,371,8303
11,553,5954
12,371,6740
13,254,2970
14,188,2886
15,715,9116
16,542,5564
17,332,9452
18,363,4735
19,536,4004
20,424,7295
21,827,8377
22,207,3178
23,148,4537
24,404,5278
25,493,8396
26,445,3942
27,328,4172
28,276,4568
29,479,6294
30,12,8894
31,340,6963
32,338,3349
33,468,7560
34,640,6649
35,249,1902
36,356,5641
37,434,4659
38,441,6020
39,379,5328
40,137,5682
41,45,9859
42,262,5092
43,181,7353
44,431,8399
45,77,2574
46,187,2692
47,138,7127
48,428,5309
49,149,3635
50,481,7149
51,379,3755
52,425,4857
53,446,6061
54,192,5201
55,220,3431
56,440,7496
57,178,8703
58,161,6992
59,200,5561
60,213,4438
61,277,4777
62,282,6008
63,509,5628
64,236,4344
65,66,6358
66,213,5773
67,381,4497
68,1,4190
69,66,4256
70,331,4139
71,166,1713
72,230,1980
73,159,3905
74,249,3189
75,597,9442
76,302,4454
77,471,6397
78,210,4304
79,278,4871
80,125,2498
81,202,4037
82,580,4627
83,255,4138
84,296,7452
85,247,6871
86,476,6593
87,461,9045
88,230,2820
89,95,5081
90,259,2311
91,170,5177
92,276,5202
93,68,8734
94,108,10928
95,0,4414
96,422,11174
97,431,6560
98,248,8025
99,201,11462
100,318,4238
