round,total_ul_rbg
1,55361
2,52328
3,55389
4,43016
5,40550
6,41051
7,44236
8,41759
9,41816
10,41135
11,41164
12,41357
13,38863
14,39729
15,43305
16,41834
17,41650
18,39888
19,40327
20,40987
21,44861
22,38273
23,39087
24,40757
25,42198
26,40861
27,38775
28,39736
29,41096
30,41060
31,40406
32,38464
33,42163
34,42372
35,34359
36,29892
37,29426
38,29951
39,29538
40,28270
41,30178
42,29531
43,29528
44,30503
45,27600
46,28886
47,29983
48,30112
49,28049
50,30097
51,30098
52,28636
53,29087
54,28715
55,28306
56,30525
57,29062
58,29406
59,28528
60,28572
61,28747
62,29418
63,30488
64,29099
65,29649
66,29101
67,30910
68,28537
69,28926
70,29766
71,27467
72,28718
73,28081
74,29153
75,30590
76,29374
77,20270
78,19211
79,18685
80,18558
81,19108
82,20441
83,19433
84,20011
85,19236
86,19734
87,20635
88,18963
89,19144
90,19166
91,18793
92,19318
93,14696
94,14972
95,18514
96,20059
97,19745
98,19844
99,16252
100,19726
