round,avg_ul_mcs
1,26.932
2,27.3293
3,27.2904
4,27.3155
5,27.5585
6,27.3075
7,27.4428
8,27.2554
9,27.7768
10,27.8436
11,27.385
12,27.682
13,26.7087
14,27.4964
15,27.3156
16,27.3503
17,27.7255
18,27.3992
19,27.0084
20,27.623
21,27.2355
22,27.4142
23,27.632
24,27.2909
25,27.5976
26,27.5067
27,27.4816
28,27.339
29,27.4456
30,27.9214
31,27.6778
32,27.6857
33,27.5539
34,27.6488
35,27.0479
36,27.718
37,27.0887
38,27.6757
39,27.2206
40,27.8878
41,27.8845
42,27.7893
43,27.7771
44,27.5914
45,27.7982
46,27.5523
47,27.8489
48,27.4372
49,27.7386
50,27.276
51,27.6432
52,27.426
53,27.4859
54,27.8103
55,26.8469
56,27.5542
57,27.8724
58,27.8782
59,27.7155
60,27.6816
61,27.6854
62,27.7838
63,27.7368
64,27.4131
65,27.7724
66,27.7461
67,27.2308
68,27.833
69,27.7721
70,27.5812
71,27.3571
72,27.2394
73,27.6516
74,27.6992
75,27.6625
76,27.3684
77,27.404
78,27.6755
79,26.6487
80,27.7347
81,27.7488
82,27.3459
83,27.247
84,27.8064
85,27.7388
86,26.3991
87,27.4615
88,27.5043
89,27.7913
90,26.284
91,27.7638
92,27.5612
93,27.7603
94,27.8796
95,27.8731
96,27.7594
97,27.6679
98,27.8302
99,27.8859
100,27.7752
