round,start,end,dur_s,dest,tx_kbit_s,rx_kbit_s,throughput_kbit_s,mean_delay_ms,mean_jitter_ms,packet_loss_pct,delivery_ratio_pct,tx_pkts,rx_pkts,tx_bytes,rx_bytes
1,1,6,5,1.0.0.2,7053.52,6972.34,6972.34,17.9327,1.38619,0.598598,99.4014,5847,5812,4408448,4357710
1,1,6,5,5.0.0.2,41611.5,6733.76,6733.76,15.3526,2.90033,83.8126,16.1874,24723,4002,26007166,4208600
2,6,11,5,1.0.0.2,4842.64,4742.16,4742.16,18.4434,1.24548,15.1416,84.8584,4590,3895,3026647,2963848
2,6,11,5,5.0.0.2,41778.1,6755.8,6755.8,15.3621,2.90188,83.8282,16.1718,24821,4014,26111336,4222377
3,11,16,5,1.0.0.2,6545.29,6482.47,6482.47,19.639,1.14379,0.508059,99.4919,5708,5679,4090804,4051544
3,11,16,5,5.0.0.2,41778.1,6755.8,6755.8,15.3621,2.90188,83.8282,16.1718,24821,4014,26111336,4222377
4,16,21,5,1.0.0.2,2821.56,2790.06,2790.06,9.0973,0.724755,0.353857,99.6461,4239,4224,1763474,1743789
4,16,21,5,5.0.0.2,41778.1,6755.8,6755.8,15.3621,2.90188,83.8282,16.1718,24821,4014,26111336,4222377
5,21,26,5,1.0.0.2,3939.11,3928.51,3928.51,11.0374,1.20564,0.107898,99.8921,4634,4629,2461942,2455318
5,21,26,5,5.0.0.2,41778.1,6755.8,6755.8,15.3621,2.90188,83.8282,16.1718,24821,4014,26111336,4222377
6,26,31,5,1.0.0.2,7029.28,7013.02,7013.02,22.3309,1.19947,0.122893,99.8771,5696,5689,4393301,4383135
6,26,31,5,5.0.0.2,27417.8,5980.51,5980.51,15.3162,2.89532,78.1891,21.8109,16290,3553,17136131,3737816
7,31,36,5,1.0.0.2,6528.42,6475.11,6475.11,13.5431,1.41364,0.408816,99.5912,5626,5603,4080264,4046947
7,31,36,5,5.0.0.2,20547.2,5609.57,5609.57,15.2871,2.89018,72.6982,27.3018,12208,3333,12841990,3505980
8,36,41,5,1.0.0.2,6155.7,5939.58,5939.58,17.0233,1.78934,1.7147,98.2853,5482,5388,3847315,3712234
8,36,41,5,5.0.0.2,7956.51,4678.85,4678.85,13.9517,2.68583,41.2014,58.7986,4728,2780,4972818,2924280
9,41,46,5,1.0.0.2,6066.28,5933.74,5933.74,13.8103,1.41391,1.06598,98.934,5441,5383,3791423,3708585
9,41,46,5,5.0.0.2,4417.43,4417.23,4417.23,13.4728,2.61142,0,100,2625,2625,2760891,2760772
10,46,51,5,1.0.0.2,5958.49,5849.29,5849.29,22.5462,1.41221,0.986566,99.0134,4764,4717,3724056,3655804
10,46,51,5,5.0.0.2,4417.43,4417.23,4417.23,13.4728,2.61142,0,100,2625,2625,2760891,2760772
11,51,56,5,1.0.0.2,5920.99,5858.23,5858.23,14.8792,1.50342,0.554871,99.4451,4866,4839,3700618,3661391
11,51,56,5,5.0.0.2,4417.43,4417.23,4417.23,13.4728,2.61142,0,100,2625,2625,2760891,2760772
12,56,60.024,4.02403,1.0.0.2,8693.65,8693.58,8693.58,18.8424,1.38004,0,100,5804,5804,4372941,4372908
12,56,60.024,4.02403,5.0.0.2,4417.43,4417.23,4417.23,13.4704,2.61191,0,100,2113,2113,2221983,2221887
13,60.024,65.024,5,1.0.0.2,5890.02,5890.02,5890.02,16.391,1.24453,0,100,4829,4829,3681260,3681260
13,60.024,65.024,5,5.0.0.2,4417.43,4417.23,4417.23,13.4728,2.61142,0,100,2625,2625,2760891,2760772
14,65.024,70.024,5,1.0.0.2,5903.56,5847.89,5847.89,20.1317,1.2043,0.506329,99.4937,4740,4716,3689723,3654932
14,65.024,70.024,5,5.0.0.2,4417.43,4417.23,4417.23,13.4728,2.61142,0,100,2625,2625,2760891,2760772
15,70.024,75.024,5,1.0.0.2,5902.91,5870.66,5870.66,12.5413,1.16927,5.29713,94.7029,5267,4988,3689318,3669161
15,70.024,75.024,5,5.0.0.2,4417.43,4417.23,4417.23,13.4728,2.61142,0,100,2625,2625,2760891,2760772
16,75.024,80.024,5,1.0.0.2,5887.65,5857.48,5857.48,12.4124,1.47098,0.268651,99.7313,4839,4826,3679783,3660926
16,75.024,80.024,5,5.0.0.2,4417.43,4417.23,4417.23,13.4728,2.61142,0,100,2625,2625,2760891,2760772
17,80.024,84.0576,4.03353,1.0.0.2,8781.03,8697.6,8697.6,26.0711,1.19417,0.506993,99.493,5720,5691,4427322,4385258
17,80.024,84.0576,4.03353,5.0.0.2,4417.43,4417.23,4417.23,13.4703,2.61189,0,100,2118,2118,2227230,2227134
18,84.0576,88.4436,4.386,1.0.0.2,8225.18,8018.73,8018.73,18.0406,1.55044,1.3169,98.6831,5923,5845,4509454,4396270
18,84.0576,88.4436,4.386,5.0.0.2,4417.43,4417.23,4417.23,13.4766,2.61272,0,100,2302,2302,2421854,2421750
19,88.4436,92.7765,4.33296,1.0.0.2,8182.12,8101.54,8101.54,25.1113,1.35309,0.524017,99.476,5725,5695,4431605,4387959
19,88.4436,92.7765,4.33296,5.0.0.2,4417.43,4417.23,4417.23,13.4776,2.61296,0,100,2274,2274,2392569,2392465
20,92.7765,97.7765,5,1.0.0.2,5855.44,5855.34,5855.34,22.5833,1.33502,0,100,4770,4770,3659647,3659591
