round,count
1,7064
2,4881
3,5253
4,5652
5,6350
6,8362
7,7417
8,6926
9,6551
10,5112
11,5582
12,7728
13,4896
14,4868
15,4857
16,5322
17,7700
18,7398
19,8543
20,5244
21,5679
22,6651
23,6292
24,4900
25,5582
26,7275
27,7395
28,6490
29,5557
30,4613
31,6089
32,5522
33,3424
34,6990
35,7859
36,7814
37,3721
38,7118
39,6989
40,2760
41,7531
42,7077
43,4516
44,7988
45,5221
46,6535
47,2625
48,5242
49,5663
50,5059
51,5573
52,4925
53,5416
54,4775
55,2343
56,5284
57,5106
58,3788
59,4055
60,3332
61,7431
62,7432
63,3475
64,8047
65,1930
66,7580
67,6704
68,2498
69,7623
70,5042
71,3933
72,4925
73,8711
74,4541
75,5283
76,5249
77,5438
78,6081
79,5003
80,2223
81,2996
82,3731
83,6317
84,2968
85,5630
86,6887
87,5554
88,5992
89,5282
90,4243
91,4903
92,4150
93,5265
94,5433
95,5275
96,6655
97,4620
98,3477
99,5190
100,5590
