round,total_numsym
1,82366
2,56716
3,60782
4,65083
5,74047
6,97603
7,85981
8,77737
9,75522
10,59234
11,64638
12,90795
13,57424
14,57136
15,56991
16,62111
17,89806
18,85911
19,99166
20,61650
21,66686
22,78114
23,73780
24,57421
25,64741
26,84453
27,86741
28,75833
29,65356
30,54247
31,71297
32,64777
33,39890
34,81587
35,90055
36,91099
37,43758
38,83293
39,81734
40,32436
41,87179
42,82656
43,52868
44,93884
45,61352
46,75915
47,30702
48,60369
49,66366
50,59368
51,64850
52,57543
53,63674
54,55917
55,27277
56,62149
57,58460
58,44565
59,47684
60,38662
61,86170
62,86682
63,40418
64,94652
65,22694
66,89089
67,78813
68,29002
69,88820
70,59159
71,45972
72,57807
73,101832
74,52840
75,62086
76,61727
77,63900
78,71460
79,58780
80,26121
81,35059
82,43889
83,73099
84,34900
85,65566
86,80631
87,65330
88,68975
89,62065
90,49595
91,57185
92,48668
93,61539
94,63200
95,61649
96,78200
97,53888
98,40476
99,60967
100,65715
