round,avg_ul_mcs
1,27.7772
2,27.6908
3,27.7116
4,27.7666
5,27.7115
6,27.909
7,27.8382
8,27.6516
9,27.8162
10,27.8108
11,27.8244
12,27.8681
13,27.8284
14,27.7615
15,27.7857
16,27.6131
17,27.8581
18,27.6792
19,27.8633
20,27.8719
21,27.7468
22,27.8474
23,27.788
24,27.7824
25,27.5623
26,27.8771
27,27.8621
28,27.8347
29,27.7612
30,27.8153
31,27.7448
32,27.5625
33,27.6446
34,27.5372
35,27.715
36,27.7942
37,27.8761
38,27.6246
39,27.7299
40,27.4576
41,27.8416
42,27.752
43,27.8023
44,27.8875
45,27.8079
46,27.7971
47,27.5806
48,27.5683
49,27.8178
50,27.8043
51,27.743
52,27.8061
53,27.8191
54,27.4628
55,27.6108
56,27.8132
57,27.8139
58,27.7782
59,27.7583
60,27.3736
61,27.792
62,27.739
63,27.7689
64,27.8413
65,27.7824
66,27.8338
67,27.8338
68,26.9207
69,27.8093
70,27.8856
71,27.7501
72,27.7974
73,27.7371
74,27.7496
75,27.7808
76,27.8644
77,27.8442
78,27.7492
79,27.8289
80,27.6406
81,27.6399
82,27.6936
83,27.6617
84,27.8076
85,27.7694
86,27.7929
87,27.874
88,27.7205
89,27.7819
90,27.6441
91,27.7726
92,27.7764
93,27.7941
94,27.8108
95,27.7333
96,27.7623
97,27.8619
98,27.0558
99,27.8443
100,27.8211
