round,ids
1,1.98703;4.21706;4.82153;4.82153
2,1.57507;3.90057;4.15007;4.28707
3,2.12207;4.56353
5,3.38357;3.40157;3.59207
6,1.51653;4.58307;4.58557;4.68807;4.68957
7,2.73353;2.73353;2.80106;4.73303;4.79607
8,2.01507;2.11607;4.20157
9,1.76007;1.82457;3.88757;3.89857
10,1.17253;3.01457;3.38807;4.14703;4.30857
11,2.09757;2.13957;3.41107;3.41703;3.59857
12,1.63757;1.74807;3.99207;4.01156;4.01457;4.02403
13,1.62504;1.83104;3.50203;3.64153;3.64154
14,1.17853;2.96404;2.96504;3.14054;4.73653
15,1.78803;1.87203;3.516;3.61054;4.03954
16,1.65553;1.72903;3.38554;3.3915;4.48403
17,1.19104;3.015;3.66703;3.84654;3.90603;4.03353
18,2.265;3.23196;3.349;4.3225;4.343;4.386
19,1.17646;3.6875;3.87596;3.937;4.00096;4.33296
20,1.61603;1.76903;3.50754;3.51053;3.60554
21,1.695;1.725;3.21603;3.36604;3.48003;4.19854
22,1.621;1.692;3.529;3.935;3.94146;3.989
23,1.53847;1.71446;4.1195;4.3085;4.315;4.7595
24,1.2025;3.10196;3.10446;3.28896;3.77696
25,1.7505;1.7505;4.35846
26,2.77296;2.827;2.8975;4.145;4.572;4.58096
27,2.77454;2.91254;2.9565;4.1795;4.18204;4.933
28,1.68354;1.814;3.858;3.90054;3.90204
29,2.36754;2.53104;2.60154;3.73154;3.73204
30,2.51004;2.53454;2.79554;2.90154
31,1.16054;3.01004;3.01004;3.27704;3.56;3.6165
32,2.57954;3.19354;3.3655;3.65504;3.6625
33,1.95654;3.45204;3.45254
34,1.68654;3.65954;3.65954;3.99554;4.01204
35,1.23804;4.04854;4.24454;4.6765
36,2.41604;2.44753;2.46954;4.254;4.26704;4.33854
37,1.1945;2.719;2.7195;2.8685
38,3.9145;3.9145;4.0975;4.09946
39,1.7415;4.02096;4.155;4.156;4.299
40,2.068;2.11296;2.31
41,1.6315;1.7535;3.955;3.961;3.9825;4.5035
42,1.185;3.086;3.7525;3.794;3.80247;4.75
43,1.62197;1.687;3.19697;3.199
44,1.91597;1.965;4.1125;4.12546;4.2045;4.22747
45,1.78304;1.78454;3.35204;3.42104;3.682
46,2.35454;2.57403;3.24054;4.2465;4.311
47,1.51504;2.45004;2.76354
48,1.77254;2.28704;3.74254;3.775
49,1.1565;3.16054;3.16054;3.41304;3.55154
50,1.76554;1.76554;3.43253;3.74504;4.80504
51,2.09154;2.3295;3.787;4.26354;4.33104
52,1.89904;2.21104;3.43304;3.437;3.68304
53,1.2085;3.08804;3.08804;3.43254;3.43254
54,1.86054;1.9265;3.81654;3.87854
55,1.18504;2.629;2.76354
56,1.74954;1.79154;3.37454;3.54854;3.54953
57,1.83703;2.02504;3.32254;3.56304;4.56254
58,1.21053;2.76404;2.76554;2.90804
59,1.9285;2.4375;2.44953;2.51154
60,1.39454;2.8395;3.034
61,1.743;1.80104;3.96004;4.06954;4.09754
62,2.32904;2.40154;3.42154;4.33;4.36254;4.41454
63,1.986;2.455;3.24896;3.6505
64,1.21946;3.06697;3.811;3.82446;3.8785;3.8785
65,1.4685;1.793;1.90946
66,1.1775;3;3.6135;3.6135;3.8125;3.8125
67,2.502;2.624;2.8815;2.899;4.1115;4.5765
68,1.134;1.97746;2.60196
69,2.353;2.4055;2.406;4.156;4.157;4.2135
70,2.0405;2.2785;2.5435;3.629;3.6295
71,2.103;2.43996;2.76846;3.3985
72,1.23746;3.0315;3.0315;3.109
73,1.209;3.978;3.98146;3.998;3.998;4.239
74,1.5925;2.5355;3.24;3.4215;4.9705
75,1.66;1.72546;3.3265;3.3275;3.427
76,1.8015;1.8235;3.36596;3.54597;3.55
77,1.1825;3.0975;3.0975;3.4305;3.447
78,1.7825;1.8055;3.54647;3.651;3.651;4.7535
79,1.63596;1.70296;3.3075;3.3075;3.52696
80,1.937;2.199;2.7285
81,1.1515;2.1665;2.16697;2.7845
82,1.17246;2.658;2.66046;2.8285
83,1.1675;3.25247;3.7265;3.89096;4.215;4.7105
84,1.5115;1.686;2.7425;2.91597
85,1.1895;3.03247;3.03247;3.47;3.617
86,2.068;2.1785;3.217;3.91;3.936;3.99246
87,1.713;1.75553;3.3775;3.3775;3.422
88,1.63754;1.78904;3.612;3.70254;4.78654
89,2.0685;2.37153;3.61654;3.61654;4.78204
90,1.61804;3.00853;3.29254;3.73603
91,1.156;3.117;3.1235;3.72204;4.35804
92,1.65354;2.11154;2.19254;3.46204;4.51554
93,1.19604;3.06004;3.42304;3.601
94,1.47754;1.61904;3.80554;3.83404;4.22004
95,2.1485;2.41604;3.51554;3.57454;3.58753
96,2.04755;2.38954;3.4995;4.0935;4.09604;4.12354
97,1.7135;2.12;3.34296;3.435;3.8675
98,1.76496;3.123;3.25
99,1.80496;1.864;3.442;3.54247;3.6545
100,1.17296;3.07696;3.07697;3.326;3.326
