round,start_sim,end_sim,duration_sim,start_wall,end_wall,duration_wall
1,1,6,5,10:31:37,10:39:09,451.764
2,6,11,5,10:39:09,10:46:24,434.764
3,11,15.1761,4.17607,10:46:24,10:52:58,394.344
4,15.1761,20.1761,5,10:52:58,11:00:24,445.944
5,20.1761,25.1761,5,11:00:24,11:07:43,438.731
6,25.1761,30.1761,5,11:07:43,11:14:20,397.168
7,30.1761,35.1761,5,11:14:20,11:20:42,382.247
8,35.1761,40.1761,5,11:20:42,11:27:12,389.895
9,40.1761,45.1761,5,11:27:12,11:34:15,422.497
10,45.1761,50.1761,5,11:34:15,11:41:20,425.2
11,50.1761,55.1761,5,11:41:20,11:47:57,397.101
12,55.1761,59.3556,4.1795,11:47:57,11:54:13,375.48
13,59.3556,64.3556,5,11:54:13,12:00:36,383.183
14,64.3556,69.3556,5,12:00:36,12:07:17,400.849
15,69.3556,74.3556,5,12:07:17,12:13:52,395.798
16,74.3556,79.3556,5,12:13:52,12:20:05,372.789
17,79.3556,84.3556,5,12:20:05,12:26:18,372.438
18,84.3556,89.3556,5,12:26:18,12:32:35,377.783
19,89.3556,94.3556,5,12:32:35,12:39:16,400.927
20,94.3556,99.3556,5,12:39:16,12:46:11,414.707
21,99.3556,104.356,5,12:46:11,12:53:14,422.958
22,104.356,109.356,5,12:53:14,12:59:48,393.601
23,109.356,114.356,5,12:59:48,13:06:30,402.323
24,114.356,119.356,5,13:06:30,13:13:30,420.066
25,119.356,124.356,5,13:13:30,13:20:07,396.764
26,124.356,129.356,5,13:20:07,13:26:55,407.941
27,129.356,134.356,5,13:26:55,13:33:25,389.911
28,134.356,139.089,4.733,13:33:25,13:40:10,405.848
29,139.089,144.089,5,13:40:10,13:46:41,390.86
30,144.089,149.089,5,13:46:41,13:53:32,411.076
31,149.089,154.089,5,13:53:32,14:00:39,426.54
32,154.089,159.089,5,14:00:39,14:07:37,417.674
33,159.089,164.089,5,14:07:37,14:14:31,414.836
34,164.089,169.089,5,14:14:31,14:20:13,341.262
35,169.089,174.089,5,14:20:13,14:26:13,360.603
36,174.089,179.089,5,14:26:13,14:32:54,401.016
37,179.089,184.089,5,14:32:54,14:39:33,398.17
38,184.089,189.089,5,14:39:33,14:45:15,342.596
39,189.089,194.089,5,14:45:15,14:51:40,384.562
40,194.089,199.089,5,14:51:40,14:57:56,376.745
41,199.089,204.089,5,14:57:56,15:04:26,389.322
42,204.089,209.089,5,15:04:26,15:11:26,419.794
43,209.089,214.089,5,15:11:26,15:19:09,463.352
44,214.089,219.089,5,15:19:09,15:26:20,431.589
45,219.089,224.089,5,15:26:21,15:33:11,410.836
46,224.089,229.089,5,15:33:11,15:40:11,419.41
47,229.089,233.515,4.42646,15:40:11,15:47:14,423.719
48,233.515,238.515,5,15:47:14,15:53:31,376.809
49,238.515,243.515,5,15:53:31,15:59:59,387.339
50,243.515,248.515,5,15:59:59,16:06:53,414.818
