round,total_numsym
1,107963
2,99189
3,113256
4,52295
5,95395
6,71058
7,43274
8,44443
9,79410
10,88548
11,58217
12,98879
13,46517
14,60226
15,60336
16,41330
17,35980
18,50179
19,62155
20,69204
21,87000
22,73935
23,88920
24,60600
25,66844
26,56460
27,60468
28,90658
29,59076
30,70678
31,88430
32,71078
33,83056
34,21757
35,46713
36,71885
37,47476
38,26862
39,51394
40,48881
41,43807
42,50108
43,88976
44,37168
45,32179
46,35826
47,85744
48,39506
49,49479
50,66396
51,66850
52,31216
53,40710
54,45319
55,34165
56,57149
57,37291
58,65707
59,24025
60,16338
61,21012
62,57176
63,55268
64,31015
65,51479
66,54454
67,26796
68,74461
69,39126
70,57841
71,48396
72,40951
73,107739
74,32556
75,83885
76,44555
77,57316
78,30096
79,18153
80,23754
81,13701
82,69795
83,26926
84,26903
85,25399
86,72105
87,22553
88,19186
89,19145
90,46463
91,60031
92,44801
93,42343
94,65946
95,52886
96,37789
97,72807
98,60838
99,32730
100,48400
