round,total_ul_rbg
1,61435
2,55869
3,47932
4,53888
5,36466
6,33759
7,23529
8,21641
9,21559
10,21176
11,20939
12,18349
13,21091
14,21853
15,21526
16,21205
17,20034
18,21684
19,20895
20,21659
21,22372
22,21712
23,21494
24,22378
25,21215
26,21263
27,21215
28,20287
29,21310
30,21404
31,21884
32,22005
33,20896
34,20086
35,19863
36,20530
37,20603
38,20451
39,20726
40,20344
41,21338
42,21253
43,21181
44,20576
45,21009
46,21981
47,18947
48,21823
49,20924
50,20949
51,21664
52,21526
53,21897
54,20730
55,21207
56,20759
57,20173
58,21839
59,20707
60,20039
61,20490
62,22333
63,20216
64,20903
65,21450
66,20851
67,19890
68,18707
69,22150
70,21054
71,20186
72,21137
73,22804
74,21065
75,16751
76,20263
77,21278
78,21009
79,20665
80,20515
81,20299
82,20673
83,20358
84,20723
85,20176
86,21049
87,20496
88,20310
89,20914
90,20734
91,20752
92,20805
93,20107
94,20568
95,20120
96,20540
97,19168
98,21605
99,21323
100,21473
