round,start,end,dur_s,dest,tx_kbit_s,rx_kbit_s,throughput_kbit_s,mean_delay_ms,mean_jitter_ms,packet_loss_pct,delivery_ratio_pct,tx_pkts,rx_pkts,tx_bytes,rx_bytes
1,1,6,5,1.0.0.2,6814.45,6665.3,6665.3,32.3879,1.85606,1.17541,98.8246,5530,5465,4259032,4165814
1,1,6,5,5.0.0.2,224024,6835.44,6835.44,6.95336,2.41978,96.9488,3.05123,133094,4061,140014911,4272150
2,6,11,5,1.0.0.2,6936.99,6853.41,6853.41,20.0197,1.84299,0.677048,99.323,5908,5868,4335622,4283380
2,6,11,5,5.0.0.2,90977.8,6598.73,6598.73,6.75357,2.37446,92.7457,7.25426,54051,3921,56861123,4124207
3,11,15.1761,4.17607,1.0.0.2,8391.92,8391.92,8391.92,30.571,1.47021,0,100,5686,5686,4380654,4380654
3,11,15.1761,4.17607,5.0.0.2,90977.8,6598.73,6598.73,6.75537,2.37569,92.7475,7.25251,45143,3274,47491170,3444593
4,15.1761,20.1761,5,1.0.0.2,3670.06,3471.77,3471.77,18.233,2.02381,17.7827,82.2173,4510,3708,2293790,2169859
4,15.1761,20.1761,5,5.0.0.2,90977.8,6598.73,6598.73,6.75357,2.37446,92.7457,7.25426,54051,3921,56861123,4124207
5,20.1761,25.1761,5,1.0.0.2,5589.71,5420.22,5420.22,31.4962,2.06946,11.2067,88.7933,5229,4643,3493569,3387640
5,20.1761,25.1761,5,5.0.0.2,29751.3,4184.12,4184.12,6.16773,2.34091,85.9357,14.0643,17676,2486,18594589,2615076
6,25.1761,30.1761,5,1.0.0.2,5116.61,5008.45,5008.45,25.1157,1.86501,1.05169,98.9483,4469,4422,3197879,3130281
6,25.1761,30.1761,5,5.0.0.2,26009.6,4036.34,4036.34,6.08447,2.33113,84.482,15.518,15453,2398,16256008,2522710
7,30.1761,35.1761,5,1.0.0.2,4210.31,4024.9,4024.9,19.3982,1.9456,12.0183,87.9817,4593,4041,2631441,2515559
7,30.1761,35.1761,5,5.0.0.2,7134.43,2893.29,2893.29,6.13305,2.3578,59.448,40.552,4239,1719,4459022,1808309
8,35.1761,40.1761,5,1.0.0.2,4437.82,4170.9,4170.9,18.3166,2.36765,24.1351,75.8649,4914,3728,2773638,2606812
8,35.1761,40.1761,5,5.0.0.2,2620.3,2619.93,2619.93,6.14942,2.36552,0,100,1557,1557,1637688,1637455
9,40.1761,45.1761,5,1.0.0.2,7350.83,7234.78,7234.78,18.214,1.64169,0.822838,99.1772,5955,5906,4594266,4521737
9,40.1761,45.1761,5,5.0.0.2,2620.3,2619.93,2619.93,6.14942,2.36552,0,100,1557,1557,1637688,1637455
10,45.1761,50.1761,5,1.0.0.2,7025.84,6924.8,6924.8,26.0916,1.54184,0.762433,99.2376,5771,5727,4391151,4328000
10,45.1761,50.1761,5,5.0.0.2,2620.3,2619.93,2619.93,6.14942,2.36552,0,100,1557,1557,1637688,1637455
11,50.1761,55.1761,5,1.0.0.2,5019.48,4856.24,4856.24,20.4055,1.77496,2.57919,97.4208,4420,4306,3137177,3035149
11,50.1761,55.1761,5,5.0.0.2,2620.3,2619.93,2619.93,6.14942,2.36552,0,100,1557,1557,1637688,1637455
12,55.1761,59.3556,4.1795,1.0.0.2,8703.92,8537.34,8537.34,28.2281,2.07077,1.02529,98.9747,5852,5792,4547254,4460225
12,55.1761,59.3556,4.1795,5.0.0.2,2620.3,2619.93,2619.93,6.15177,2.36702,0.0768049,99.9232,1302,1301,1368943,1368748
13,59.3556,64.3556,5,1.0.0.2,4836.13,4747.57,4747.57,22.5963,1.43818,13.6364,86.3636,4598,3971,3022583,2967234
13,59.3556,64.3556,5,5.0.0.2,2620.3,2619.93,2619.93,6.14942,2.36552,0,100,1557,1557,1637688,1637455
14,64.3556,69.3556,5,1.0.0.2,5730.07,5499.66,5499.66,29.6137,2.23908,2.03119,97.9688,4874,4775,3581292,3437289
14,64.3556,69.3556,5,5.0.0.2,2620.3,2619.93,2619.93,6.14942,2.36552,0,100,1557,1557,1637688,1637455
15,69.3556,74.3556,5,1.0.0.2,6079.87,5913.5,5913.5,14.1767,1.75735,5.5149,94.4851,5603,5294,3799919,3695937
15,69.3556,74.3556,5,5.0.0.2,2620.3,2619.93,2619.93,6.14942,2.36552,0,100,1557,1557,1637688,1637455
16,74.3556,79.3556,5,1.0.0.2,4338.38,4127.76,4127.76,24.1859,1.90031,12.8192,87.1808,3994,3482,2711488,2579851
16,74.3556,79.3556,5,5.0.0.2,2620.3,2619.93,2619.93,6.14942,2.36552,0,100,1557,1557,1637688,1637455
17,79.3556,84.3556,5,1.0.0.2,3690.92,3575.91,3575.91,15.203,1.56787,13.6921,86.3079,3995,3448,2306827,2234941
17,79.3556,84.3556,5,5.0.0.2,2620.3,2619.93,2619.93,6.14942,2.36552,0,100,1557,1557,1637688,1637455
18,84.3556,89.3556,5,1.0.0.2,5866,5566.17,5566.17,29.4024,1.88515,2.99617,97.0038,4439,4306,3666248,3478859
