round,avg_ul_mcs
1,27.8878
2,27.8502
3,27.8869
4,27.3198
5,27.5104
6,27.7862
7,27.1361
8,27.4128
9,27.7006
10,27.7609
11,27.5592
12,27.8389
13,27.6148
14,27.3178
15,27.6199
16,27.0293
17,27.4385
18,27.235
19,27.6672
20,27.6147
21,27.6799
22,27.6983
23,27.7101
24,27.0634
25,27.5848
26,27.5027
27,27.8172
28,27.6142
29,27.808
30,27.6097
31,27.7832
32,27.7073
33,27.8638
34,27.0593
35,27.6472
36,27.6153
37,26.4962
38,27.8162
39,27.7481
40,27.6164
41,27.0804
42,27.6768
43,27.6782
44,27.4529
45,27.5758
46,26.6434
47,27.7946
48,27.1558
49,27.4687
50,27.2048
51,27.8128
52,27.3616
53,27.1696
54,27.5867
55,27.2439
56,27.7274
57,27.5972
58,27.4344
59,27.5575
60,27.5889
61,27.5162
62,27.5185
63,27.7513
64,27.4791
65,27.5821
66,27.7824
67,27.5698
68,27.8059
69,26.6682
70,27.8173
71,27.6744
72,27.334
73,27.6213
74,27.403
75,27.8288
76,27.6565
77,27.591
78,27.659
79,27.6344
80,27.3463
81,27.3976
82,27.8095
83,27.6332
84,27.633
85,27.6761
86,27.8177
87,27.396
88,27.1831
89,27.4179
90,27.8307
91,27.7501
92,27.6634
93,27.7269
94,27.5894
95,27.7718
96,27.5642
97,27.788
98,27.6243
99,27.3509
100,27.6975
