round,avg_ul_mcs
1,27.7766
2,27.7032
3,27.7462
4,27.8755
5,27.8372
6,27.2953
7,27.6804
8,27.5875
9,27.8727
10,27.5952
11,27.7806
12,27.79
13,27.7919
14,27.5315
15,27.5637
16,27.6786
17,27.8129
18,27.7957
19,27.8478
20,27.8225
21,27.7482
22,27.7387
23,27.8287
24,27.7187
25,27.831
26,27.3646
27,27.7526
28,27.7806
29,27.8003
30,27.8229
31,27.4748
32,27.6397
33,27.683
34,27.8452
35,27.7839
36,27.8808
37,27.6829
38,27.8372
39,27.8388
40,27.8926
41,27.6305
42,27.8267
43,27.8525
44,27.7421
45,27.8783
46,27.8739
47,27.6685
48,27.7642
49,27.8843
50,27.7652
51,27.3887
52,27.7978
53,27.8141
54,27.7971
55,27.6231
56,27.7159
57,27.6912
58,27.8362
59,27.7422
60,27.7169
61,27.7597
62,27.8929
63,27.6293
64,27.8436
65,27.8595
66,27.6531
67,27.8507
68,27.8044
69,27.8815
70,27.87
71,27.8655
72,27.7718
73,27.8563
74,27.8202
75,27.7847
76,27.8568
77,27.8062
78,27.7602
79,27.8575
80,27.716
81,27.7768
82,27.5507
83,27.7807
84,27.8132
85,27.7453
86,27.8475
87,27.8963
88,27.7161
89,27.806
90,27.6252
91,27.7974
92,27.8762
93,27.8683
94,27.8043
95,27.7946
96,27.8303
97,27.7153
98,27.642
99,27.5891
100,27.8513
