flow_id,src,sport,dst,dport,start,end,active_s,tx_kbit_s,rx_kbit_s,throughput_kbit_s,mean_delay_ms,mean_jitter_ms,packet_loss_pct,delivery_ratio_pct,tx_pkts,rx_pkts,tx_bytes,rx_bytes
1,7.0.0.157,49153,5.0.0.2,50000,1.01011,6.82957,5.81945,101603,1263.96,1263.96,16.6527,2.84708,98.756,1.24402,70256,874,73909312,919448
2,7.0.0.152,49153,5.0.0.2,50000,1.01177,474.509,473.497,1228.32,1228.18,1228.18,13.5765,2.76469,0.0115763,99.9884,69107,69099,72700564,72692148
3,7.0.0.155,49153,5.0.0.2,50000,1.0127,474.508,473.495,1211.44,1211.4,1211.4,14.4103,2.79603,0.0029344,99.9971,68157,68155,71701164,71699060
4,7.0.0.154,49153,5.0.0.2,50000,1.01927,474.514,473.495,1249.01,1248.75,1248.75,15.2894,2.78855,0.0213459,99.9787,70271,70256,73925092,73909312
5,7.0.0.153,49153,5.0.0.2,50000,1.02099,6.98007,5.95908,99257.7,1103,1103,41.3004,5.42745,98.8887,1.11125,70281,781,73935612,821612
6,7.0.0.156,49153,5.0.0.2,50000,1.02531,125.954,124.929,4751.69,1254.97,1254.97,14.3513,2.86396,73.589,26.411,70535,18629,74202820,19597708
7,7.0.0.144,49153,1.0.0.2,9,1.106,6.00556,4.89956,1196.78,1196.78,1196.78,11.0309,1.25513,0,100,980,980,732964,732964
8,7.0.0.62,49153,1.0.0.2,9,1.124,6.00556,4.88156,1201.2,1201.2,1201.2,10.105,1.23248,0,100,980,980,732964,732964
11,7.0.0.34,49153,1.0.0.2,9,1.131,6.38706,5.25606,1118.65,1118.65,1118.65,15.9558,1.15093,0,100,1033,1033,734960,734960
12,7.0.0.27,49153,1.0.0.2,9,1.133,6.38706,5.25406,1119.07,1119.07,1119.07,15.9616,1.13525,0,100,1033,1033,734960,734960
15,7.0.0.13,49153,1.0.0.2,9,1.168,6.39703,5.22903,1131.77,1131.77,1131.77,27.9259,0.936235,0,100,1153,1153,739760,739760
17,7.0.0.149,49153,1.0.0.2,9,1.175,6.13057,4.95557,591.903,542.678,542.678,27.8059,1.31851,2.90055,97.0994,724,703,366652,336160
19,7.0.0.59,49153,1.0.0.2,9,6.011,11.0041,4.99306,1174.21,1174.21,1174.21,28.7766,1.24789,0,100,980,980,732864,732864
21,7.0.0.113,49153,1.0.0.2,9,6.018,11.0041,4.98606,1176.1,1176.1,1176.1,17.4209,0.524679,0,100,981,981,733016,733016
23,7.0.0.81,49153,1.0.0.2,9,6.121,10.759,4.63804,695.128,589.939,589.939,24.6097,2.16374,5.6,94.4,750,708,403004,342020
25,7.0.0.123,49153,1.0.0.2,9,6.172,11.0041,4.83206,1242.18,1213.33,1213.33,27.9733,1.26228,1.20968,98.7903,992,980,750288,732864
26,7.0.0.84,49153,1.0.0.2,9,6.173,11.0041,4.83106,1213.5,1213.5,1213.5,26.3146,1.24678,0,100,979,979,732812,732812
29,7.0.0.98,49153,1.0.0.2,9,6.199,11.0041,4.80506,1227.32,1220.07,1220.07,31.7727,1.30866,0.305499,99.6945,982,979,737168,732812
31,7.0.0.95,49153,1.0.0.2,9,11.053,16.0056,4.95256,1168.69,1168.69,1168.69,10.2416,0.892473,0,100,798,798,723500,723500
33,7.0.0.8,49153,1.0.0.2,9,11.109,16.0041,4.89506,1201.52,1196.78,1196.78,27.9026,1.26965,0.206398,99.7936,969,967,735192,732288
35,7.0.0.142,49153,1.0.0.2,9,11.121,12.3316,1.21056,254.321,62.2255,62.2255,5.13489,0.871415,75.5405,24.4595,740,181,38484,9416
36,7.0.0.3,49153,1.0.0.2,9,11.125,16.0041,4.87906,1246.77,1192.01,1192.01,12.526,2.41663,2.58427,97.4157,890,867,760384,726988
38,7.0.0.117,49153,1.0.0.2,9,11.128,16.0041,4.87606,1202.55,1202.55,1202.55,24.1193,1.34422,0,100,980,980,732964,732964
