round,total_ul_rbg
1,42362
2,66733
3,53091
4,56253
5,56742
6,50887
7,63882
8,47509
9,55645
10,33463
11,50656
12,61029
13,36519
14,46851
15,72110
16,56342
17,58162
18,47964
19,68551
20,52123
21,60741
22,52198
23,62839
24,51247
25,60934
26,42653
27,61155
28,36576
29,55642
30,60949
31,42956
32,48084
33,49329
34,62209
35,57347
36,50730
37,49946
38,60310
39,51842
40,59495
41,42605
42,48389
43,57587
44,46489
45,54687
46,56373
47,41600
48,63679
49,58227
50,48407
51,47741
52,36468
53,59444
54,50537
55,50940
56,65839
57,51993
58,55130
59,38294
60,40430
61,45428
62,56315
63,49165
64,64332
65,46342
66,50306
67,49297
68,46588
69,55382
70,55945
71,58316
72,49548
73,56751
74,56896
75,54350
76,55038
77,37799
78,56854
79,46793
80,63622
81,49176
82,55390
83,36628
84,56099
85,59579
86,62657
87,47416
88,62855
89,46217
90,39079
91,57744
92,55447
93,56101
94,52980
95,46336
96,48490
97,48415
98,40038
99,61242
100,45321
