round,total_tbSize
1,3708008
2,5857700
3,4848843
4,5019398
5,5063479
6,4856807
7,6391496
8,4221197
9,4961663
10,3180905
11,4523297
12,5477559
13,3264421
14,4392308
15,6675386
16,5297208
17,5375805
18,4376523
19,6299781
20,4822396
21,5504795
22,4982135
23,5893921
24,4816453
25,5760050
26,4071930
27,5611385
28,3267210
29,4982824
30,5769426
31,3868149
32,4520449
33,4380800
34,5641322
35,5116186
36,4748666
37,4502022
38,5403696
39,4666671
40,5335236
41,3872516
42,4330194
43,5167751
44,4160006
45,4882924
46,5041564
47,3971343
48,6097063
49,5209030
50,4357763
51,4344354
52,3254055
53,5462484
54,4560210
55,4638755
56,6037347
57,4890103
58,4921995
59,3589071
60,3683404
61,4046309
62,5048215
63,4521100
64,6004833
65,4143497
66,4628860
67,4411612
68,4278629
69,4941851
70,5002420
71,5181749
72,4493971
73,5144146
74,5074923
75,5127880
76,4912831
77,3385495
78,5094915
79,4212216
80,5856743
81,4396434
82,5474596
83,3272031
84,5017493
85,5401434
86,5651586
87,4245839
88,5815976
89,4159774
90,3649636
91,5148145
92,5013485
93,5014426
94,4759939
95,4138830
96,4339875
97,4323531
98,3603588
99,5553687
100,4079553
