round,start,end,dur_s,dest,tx_kbit_s,rx_kbit_s,throughput_kbit_s,mean_delay_ms,mean_jitter_ms,packet_loss_pct,delivery_ratio_pct,tx_pkts,rx_pkts,tx_bytes,rx_bytes
1,1,6,5,1.0.0.2,6186.39,6138.89,6138.89,17.7936,1.16047,0.372208,99.6278,5642,5621,3866495,3836807
1,1,6,5,5.0.0.2,208644,7285.94,7285.94,18.8504,3.20917,96.5077,3.49234,123957,4329,130402712,4553714
2,6,11,5,1.0.0.2,6818.96,6685.28,6685.28,25.9764,1.24404,0.962838,99.0372,5920,5863,4261851,4178302
2,6,11,5,5.0.0.2,44753.6,5369.2,5369.2,15.5751,2.91494,87.9988,12.0012,26589,3191,27971011,3355752
3,11,16,5,1.0.0.2,5957.23,5852.66,5852.66,19.7554,1.42647,10.9016,89.0984,5357,4773,3723267,3657911
3,11,16,5,5.0.0.2,8440.46,4943.29,4943.29,14.4045,2.80625,41.4158,58.5842,5015,2938,5275285,3089557
4,16,20.2701,4.27007,1.0.0.2,8190,8189.94,8189.94,19.925,1.3342,0,100,5843,5843,4371481,4371451
4,16,20.2701,4.27007,5.0.0.2,8440.46,4943.29,4943.29,14.4051,2.807,41.4196,58.5804,4283,2509,4505164,2638523
5,20.2701,24.6225,4.35247,1.0.0.2,8118.65,8115.98,8115.98,15.5008,1.32284,0.0169635,99.983,5895,5894,4417016,4415566
5,20.2701,24.6225,4.35247,5.0.0.2,8440.46,4943.29,4943.29,14.413,2.80847,41.4433,58.5567,4365,2556,4592099,2689438
6,24.6225,29.6225,5,1.0.0.2,5576.45,5418.38,5418.38,13.5958,1.4869,1.47973,98.5203,4663,4594,3485284,3386485
6,24.6225,29.6225,5,5.0.0.2,8440.46,4943.29,4943.29,14.4045,2.80625,41.4158,58.5842,5015,2938,5275285,3089557
7,29.6225,34.2461,4.62353,1.0.0.2,7955.93,7571.31,7571.31,21.6041,1.38124,2.82336,97.1766,5667,5507,4598062,4375778
7,29.6225,34.2461,4.62353,5.0.0.2,8440.46,4943.29,4943.29,14.4087,2.80737,41.4276,58.5724,4637,2716,4878092,2856935
8,34.2461,39.2461,5,1.0.0.2,5933.89,5882.1,5882.1,27.297,1.17783,2.56312,97.4369,5228,5094,3708683,3676314
8,34.2461,39.2461,5,5.0.0.2,8440.46,4943.29,4943.29,14.4045,2.80625,41.4158,58.5842,5015,2938,5275285,3089557
9,39.2461,43.2016,3.9555,1.0.0.2,8857.45,8857.44,8857.44,25.0109,1.06715,0,100,5683,5683,4379454,4379452
9,39.2461,43.2016,3.9555,5.0.0.2,8440.46,4943.29,4943.29,14.4123,2.80877,41.4271,58.5729,3966,2323,4173278,2444149
10,43.2016,48.2016,5,1.0.0.2,3603.29,3532,3532,13.8849,1.2786,17.2656,82.7344,3562,2947,2252057,2207498
10,43.2016,48.2016,5,5.0.0.2,8440.46,4943.29,4943.29,14.4045,2.80625,41.4158,58.5842,5015,2938,5275285,3089557
11,48.2016,53.2016,5,1.0.0.2,6058.8,6037.86,6037.86,13.1315,1.24894,0.165685,99.8343,5432,5423,3786750,3773661
11,48.2016,53.2016,5,5.0.0.2,8440.46,4943.29,4943.29,14.4045,2.80625,41.4158,58.5842,5015,2938,5275285,3089557
12,53.2016,57.8266,4.625,1.0.0.2,7616.72,7601.68,7601.68,12.7617,1.24854,0.102249,99.8978,5868,5862,4403419,4394722
12,53.2016,57.8266,4.625,5.0.0.2,8440.46,4943.29,4943.29,14.408,2.80723,41.4187,58.5813,4638,2717,4879640,2857841
