round,ids
1,143;61
2,112;58;83;97;122
3,94;116;12;7;2
4,137;130;87;62;8;42
5,44;143;80;42;56;138
6,80;42;26;47
7,131;134;23;94;73;97
8,4;107;44;83;80
9,33;61;116;68;144;42
10,39;44;134
11,51;33;44;27;87
12,139;94;62;81;107;2
13,137;131;130;7
14,9;102;51;80
15,68;80;47;116;26;97
16,14;138;56;89;44
17,77;144;64;135;112
18,26;44;131;27
19,9;131;4;61;72
20,61;89;94;62;148
21,72;135;27;4;87
22,27;87;61;7
23,148;94;139;116;72;33
24,94;148;112;130
25,81;7;137;83;8;134
26,72;107;14
27,135;72;107;134
28,94;137;62;8
29,81;62;138;72;7;144
30,12;33;137;130
31,94;27;44;8
32,71;25;4;125
33,68;83;33;131;80
34,27;83;12;135;148;71
35,116;8;12;87;62;26
36,144;87;135;64;71
37,116;73;130;82;8
38,83;144;137;71;131;148
39,26;116;51;143;81
40,7;116;143;68;42;44
41,116;72;139;107
42,27;112;12;9;10
43,62;83;9;61;143
44,26;97;138;68;58
45,26;61;51;137;148;143
46,131;143;130;9;33;83
47,148;143;107;39
48,87;8;71;130;131;148
49,131;64;72;138;27
50,51;131;144;61;62
51,83;61;80;44
52,61;87;139;143
53,139;81;44;64;134;71
54,116;27;87;12;148
55,97;83;138;33;39
56,143;33;134;130;107;47
57,69;87;97;26;71
58,26;4;135;130;12;8
59,137;62;144
60,116;131;44;9
61,26;137;80;4;51
62,107;137;112;62;139;138
63,4;27;130;33;80
64,26;80;12;7;137;148
65,62;137;44;131;4
66,58;83;33;47
67,116;134;131;44;8
68,116;26;4;87;143
69,143;144;135;64;33;27
70,68;27;58;42;8;139
71,58;68;94;44;26;51
72,107;51;137;83;39
73,87;83;131;144;61;58
74,72;143;9;61;116;8
75,27;116;7;80;50
76,61;143;134;62;26;51
77,12;143;7;9
78,137;94;135;62;51;148
79,44;148;83;144;58
80,4;144;51;64;94;10
81,12;134;62;27;102
82,102;39;68;107;10
83,83;134;26;7
84,135;8;81;44;42;148
85,94;143;87;62;144
86,64;87;144;130;27;4
87,64;143;144;62;26
88,64;143;83;4;51;10
89,61;10;144;77;7
90,9;139;26
91,72;44;26;8;7;80
92,8;116;87;107;148
93,4;87;26;7;62;81
94,9;61;7;107
95,51;61;94;112;8
96,61;131;144;7;87
97,27;87;135;137;134
98,116;27;42;148
99,83;139;51;12;26;10
100,87;72;137;107;7
