round,success_count
1,2
2,5
3,5
4,6
5,6
6,4
7,6
8,5
9,6
10,3
11,5
12,6
13,4
14,4
15,6
16,5
17,5
18,4
19,5
20,5
21,5
22,4
23,6
24,4
25,6
26,3
27,4
28,4
29,6
30,4
31,4
32,4
33,5
34,6
35,6
36,5
37,5
38,6
39,5
40,6
41,4
42,5
43,5
44,5
45,6
46,6
47,4
48,6
49,5
50,5
51,4
52,4
53,6
54,5
55,5
56,6
57,5
58,6
59,3
60,4
61,5
62,6
63,5
64,6
65,5
66,4
67,5
68,5
69,6
70,6
71,6
72,5
73,6
74,6
75,5
76,6
77,4
78,6
79,5
80,6
81,5
82,5
83,4
84,6
85,5
86,6
87,5
88,6
89,5
90,3
91,6
92,5
93,6
94,4
95,5
96,5
97,5
98,4
99,6
100,5
