round,total_ul_rbg
1,63487
2,47447
3,41605
4,34536
5,36533
6,44257
7,42602
8,41270
9,32851
10,42554
11,41276
12,39005
13,39189
14,44284
15,43171
16,43896
17,42417
18,41977
19,43113
20,42301
21,42610
22,43167
23,36577
24,43552
25,38062
26,42309
27,32387
28,30092
29,23287
30,33388
31,30740
32,32334
33,30847
34,28274
35,25302
36,31334
37,31272
38,26579
39,31061
40,26004
41,30726
42,29984
43,31394
44,30112
45,21176
46,24860
47,32813
48,28846
49,31460
50,31383
51,31561
52,30057
53,28743
54,31224
55,30925
56,32147
57,32281
58,21758
59,31794
60,30093
61,30091
62,24429
63,31650
64,31987
65,30614
66,32112
67,30793
68,31127
69,21937
70,24523
71,25074
72,31552
73,24868
74,24540
75,33299
76,22722
77,30694
78,29132
79,30615
80,30201
81,30485
82,34403
83,30041
84,22859
85,31865
86,25988
87,31189
88,31496
89,30875
90,31250
91,26809
92,32645
93,23746
94,31824
95,30827
96,30725
97,30586
98,30680
99,29500
100,30280
