round,start_mean,end_mean,dur_s,start_std,end_std,dur_s_std
1,1.0,6.0,5.0,0.0,0.0,0.0
2,6.0,11.0,5.0,0.0,0.0,0.0
3,11.0,15.965373333333334,4.965371333333334,0.0,0.13410850333467528,0.13411624930136784
4,15.965373333333334,20.965373333333332,5.0,0.13410850333467528,0.13410850333467572,0.0
5,20.965373333333332,25.965373333333332,5.0,0.13410850333467572,0.13410850333467572,0.0
6,25.965373333333332,30.965373333333332,5.0,0.13410850333467572,0.13410850333467572,0.0
7,30.965373333333332,35.96537333333333,5.0,0.13410850333467572,0.1341085033346748,0.0
8,35.96537333333333,40.96537333333333,5.0,0.1341085033346748,0.1341085033346748,0.0
9,40.96537333333333,45.96537333333333,5.0,0.1341085033346748,0.1341085033346748,0.0
10,45.96537333333333,50.96537333333333,5.0,0.1341085033346748,0.1341085033346748,0.0
11,50.96537333333333,55.88887999999999,4.923503999999999,0.1341085033346748,0.3163506535476091,0.29626773405148255
12,55.88887999999999,60.82015333333333,4.931271333333333,0.3163506535476091,0.3931453363882235,0.2661849814070409
13,60.82015333333333,65.82015333333332,5.0,0.3931453363882235,0.3931453363882252,0.0
14,65.82015333333332,70.82015333333332,5.0,0.3931453363882252,0.3931453363882252,0.0
15,70.82015333333332,75.82015333333332,5.0,0.3931453363882252,0.3931453363882252,0.0
16,75.82015333333332,80.82015333333332,5.0,0.3931453363882252,0.3931453363882252,0.0
17,80.82015333333332,85.82015333333332,5.0,0.3931453363882252,0.3931453363882252,0.0
18,85.82015333333332,90.82015333333332,5.0,0.3931453363882252,0.3931453363882252,0.0
19,90.82015333333332,95.82015333333334,5.0,0.3931453363882252,0.3931453363882252,0.0
20,95.82015333333334,100.82018,5.0,0.3931453363882252,0.3931206724949202,0.0
21,100.82018,105.82020000000001,5.0,0.3931206724949202,0.393065825094404,0.0
22,105.82020000000001,110.82020000000001,5.0,0.393065825094404,0.393065825094404,0.0
23,110.82020000000001,115.82020000000001,5.0,0.393065825094404,0.393065825094404,0.0
24,115.82020000000001,120.82020000000001,5.0,0.393065825094404,0.393065825094404,0.0
25,120.82020000000001,125.82020000000001,5.0,0.393065825094404,0.393065825094404,0.0
26,125.82020000000001,130.791,4.970830666666667,0.393065825094404,0.47729385976715744,0.1129723422199729
27,130.791,135.791,5.0,0.47729385976715744,0.47729385976715744,0.0
28,135.791,140.791,5.0,0.47729385976715744,0.47729385976715744,0.0
29,140.791,145.791,5.0,0.47729385976715744,0.47729385976715744,0.0
30,145.791,150.7725333333333,4.981502000000001,0.47729385976715744,0.47397707398846745,0.0716424459381448
31,150.7725333333333,155.7554,4.982838,0.47397707398846745,0.4697938453650276,0.06646814018761175
32,155.7554,160.75539999999998,5.0,0.4697938453650276,0.46979384536502766,0.0
33,160.75539999999998,165.74586666666664,4.990466666666666,0.46979384536502766,0.4771531450273866,0.036922441233843986
34,165.74586666666664,170.74586666666664,5.0,0.4771531450273866,0.4771531450273866,0.0
35,170.74586666666664,175.74586666666664,5.0,0.4771531450273866,0.4771531450273866,0.0
36,175.74586666666664,180.74586666666664,5.0,0.4771531450273866,0.4771531450273866,0.0
37,180.74586666666664,185.74586666666664,5.0,0.4771531450273866,0.4771531450273866,0.0
38,185.74586666666664,190.717,4.971104666666666,0.4771531450273866,0.4737662172120663,0.11191114478311216
39,190.717,195.71333333333334,4.996338,0.4737662172120663,0.47162752656044776,0.01418286501381149
40,195.71333333333334,200.71333333333334,5.0,0.47162752656044776,0.47162752656044776,0.0
41,200.71333333333334,205.71333333333334,5.0,0.47162752656044776,0.47162752656044776,0.0
42,205.71333333333334,210.71333333333334,5.0,0.47162752656044776,0.47162752656044776,0.0
43,210.71333333333334,215.71333333333334,5.0,0.47162752656044776,0.47162752656044776,0.0
44,215.71333333333334,220.71333333333334,5.0,0.47162752656044776,0.47162752656044776,0.0
45,220.71333333333334,225.71333333333334,5.0,0.47162752656044776,0.47162752656044776,0.0
46,225.71333333333334,230.71333333333334,5.0,0.47162752656044776,0.47162752656044776,0.0
47,230.71333333333334,235.62466666666666,4.911333999999999,0.47162752656044776,0.6416171162067944,0.3434019413748268
48,235.62466666666666,240.62466666666666,5.0,0.6416171162067944,0.6416171162067944,0.0
49,240.62466666666666,245.62466666666666,5.0,0.6416171162067944,0.6416171162067944,0.0
50,245.62466666666666,250.62466666666666,5.0,0.6416171162067944,0.6416171162067944,0.0
51,250.62466666666666,255.5922,4.967533333333334,0.6416171162067944,0.6474960783113446,0.1257428593068675
52,255.5922,260.58746666666667,4.995233333333333,0.6474960783113446,0.6526164774710077,0.018461220616922108
53,260.58746666666667,265.58746666666667,5.0,0.6526164774710077,0.6526164774710077,0.0
54,265.58746666666667,270.5324,4.9449353333333335,0.6526164774710077,0.6501649021594451,0.21326453696446265
55,270.5324,275.5324,5.0,0.6501649021594451,0.6501649021594451,0.0
56,275.5324,280.5324,5.0,0.6501649021594451,0.6501649021594451,0.0
57,280.5324,285.5324,5.0,0.6501649021594451,0.6501649021594451,0.0
58,285.5324,290.5020666666667,4.969666666666667,0.6501649021594451,0.6589894283421139,0.11748049483495832
