round,ul_mcs_mean,ul_mcs_std
1,27.278826666666664,0.4787480241908747
2,27.398093333333335,0.2858249400961234
3,27.300253333333334,0.3620067636831952
4,27.38226,0.31017735433596244
5,27.357246666666665,0.2671007002896814
6,27.160553333333333,0.7113256024259682
7,27.426893333333336,0.24353600340068998
8,27.229319999999998,0.4142174035800177
9,27.452233333333332,0.32010491509295275
10,27.29758,0.421843459794541
11,27.32446666666667,0.4195505736017097
12,27.40902,0.3429421779667404
13,27.385726666666663,0.3161248949989469
14,27.13276,0.6525470993400725
15,27.35154,0.31145055512185865
16,27.35121333333333,0.2701093796083003
17,27.363006666666667,0.47015340120716625
18,27.426793333333332,0.3126535336362575
19,27.2391,0.3495221063926323
20,27.373826666666666,0.27020125691435115
21,27.155886666666667,0.7772590236269522
22,27.454886666666667,0.22603849187588307
23,27.481820000000003,0.3281045983045213
24,27.272873333333333,0.3705949492113359
25,27.298080000000002,0.6693963071305368
26,27.26236,0.45637362325182596
27,27.099660000000004,0.6075196596466181
28,27.449013333333333,0.23271217927077364
29,27.398473333333335,0.34483360680326997
30,27.499133333333337,0.39178831687289356
31,27.4494,0.351468606604589
32,27.446360000000002,0.4002102408199254
33,27.40520666666667,0.3476996003668079
34,27.200926666666668,0.4356611731719088
35,27.556173333333334,0.23622402946194543
36,27.335066666666666,0.37942751174192246
37,27.309533333333334,0.2642484400999148
38,27.416586666666667,0.2239053526657658
39,27.421826666666668,0.34654923267360854
40,27.411839999999998,0.38366261927450185
41,27.39396,0.44949076392862936
42,27.4959,0.3271586006816885
43,27.582406666666667,0.2107607732093655
44,27.268666666666665,0.21483307030166043
45,27.397313333333333,0.4842797212159026
46,27.267459999999996,0.5530693792696486
47,27.438840000000003,0.4907643205100738
48,27.477253333333334,0.35219085302202385
49,27.44506,0.26988322289464384
50,27.565413333333332,0.1795931229460745
51,27.408826666666666,0.38298746429814634
52,27.386593333333334,0.35926060868453275
53,27.260286666666666,0.41912682851489264
54,27.55424,0.29863878037330854
55,27.495993333333335,0.3085743681297372
56,27.440126666666668,0.3562442911154941
57,27.342893333333333,0.3971877020586948
58,27.41981333333333,0.3823562266986614
59,27.612019999999998,0.12867927016978542
60,27.29665333333333,0.448635988090037
61,27.586873333333337,0.24385501684012018
62,27.442766666666667,0.36702560764429837
63,27.454079999999998,0.3555705821031076
64,27.44878,0.34144873323614977
65,27.52296,0.24701254392670627
66,27.459286666666667,0.3269043850308239
67,27.361859999999997,0.5221130279929819
68,27.546753333333335,0.34558894837378024
69,27.551406666666665,0.32243100140443437
70,27.434633333333334,0.326874564554021
71,27.428800000000003,0.3936517169856044
72,27.312213333333332,0.37920225448897826
73,27.533253333333334,0.3248335285005157
74,27.56543333333333,0.24924554636131854
75,27.370673333333333,0.3190952644736741
76,27.518539999999998,0.2574323095495204
77,27.41772,0.31126339603989056
78,27.52154,0.2950981236325109
79,27.408026666666668,0.38939944322116365
80,27.490533333333335,0.27539059187858644
81,27.33142666666667,0.6083948793654455
82,27.485866666666666,0.3304146867772303
83,27.424733333333332,0.2949816620611879
84,27.52761333333333,0.2702400595942867
85,27.507659999999998,0.29802552335568305
86,27.414526666666667,0.3871460179804193
87,27.475653333333334,0.2443631602661049
88,27.494646666666664,0.30949655863922615
89,27.409640000000003,0.41556578265574984
90,27.575246666666665,0.40038633997439943
91,27.556573333333333,0.22879406981159392
92,27.427646666666664,0.40505245668513906
93,27.467693333333333,0.39826923138332765
94,27.622413333333334,0.20172356922519602
95,27.366566666666667,0.4337634356365668
96,27.474933333333336,0.4805773546574203
97,27.237646666666667,0.8936014962472024
98,27.574933333333334,0.2621526863344736
99,27.634326666666666,0.19900081646159382
100,27.504886666666668,0.26594048439095436
