round,dest,start_min,start_mean,end_mean,end_max,dur_s,tx_kbit_s,rx_kbit_s,throughput_kbit_s,mean_delay_ms,mean_jitter_ms,packet_loss_pct,delivery_ratio_pct,tx_pkts,rx_pkts,tx_bytes,rx_bytes,start_std,end_std,dur_s_std,tx_kbit_s_std,rx_kbit_s_std,throughput_kbit_s_std,mean_delay_ms_std,mean_jitter_ms_std,packet_loss_pct_std,delivery_ratio_pct_std,tx_pkts_std,rx_pkts_std,tx_bytes_std,rx_bytes_std
1,1.0.0.2,1.0,1.0,6.0,6.0,5.0,4095.817066666667,3949.7625599999997,3949.7625599999997,21.126473390502596,2.0796933514942455,13.730670819890978,86.26932918010903,4794.0,4136.0,2559886.0,2468602.0,0.0,0.0,0.0,1218.2913027616594,1248.8815509133265,1248.8815509133265,2.841449174729583,0.5942623464486596,12.459759580252625,12.459759580252625,415.0,780.0,761432.0,780551.0
1,5.0.0.2,1.0,1.0,6.0,6.0,5.0,145787.03018666667,5789.505813333333,5789.505813333333,10.753464133405702,1.8920118078197996,96.02930434508191,3.9706956549180914,86613.0,3439.0,91116894.0,3618441.0,0.0,0.0,0.0,91615.19609996428,912.8925188471939,912.8925188471939,2.9492477963993915,0.6524375653968373,15.86314833079688,15.86314833079688,54429.0,542.0,57259498.0,570558.0
2,1.0.0.2,6.0,6.0,11.0,11.0,5.0,4379.792426666666,4217.438613333334,4217.438613333334,20.896342173346518,1.9599295999937205,13.447741725093755,86.55225827490625,4906.0,4247.0,2737370.0,2635899.0,0.0,0.0,0.0,1548.048910126812,1569.589266496327,1569.589266496327,3.5021358216298313,0.5799983766167758,14.007100197257037,14.007100197257035,757.0,1025.0,967531.0,980993.0
2,5.0.0.2,6.0,6.0,11.0,11.0,5.0,47829.771839999994,5074.936853333334,5074.936853333334,9.427636754449972,1.5160172675511334,89.38983019036134,10.610169809638656,28416.0,3015.0,29893607.0,3171836.0,0.0,0.0,0.0,27288.90016073377,1044.8006268336544,1044.8006268336544,2.1259629441498022,0.5151991032033103,23.853678658630354,23.853678658630354,16212.0,621.0,17055563.0,653000.0
3,1.0.0.2,11.0,11.0,15.965373333333334,16.0,4.965371333333334,4251.688836430762,4040.450925657524,4040.450925657524,23.285744404485875,2.209110778718907,10.813662324508343,89.18633767549166,4739.0,4227.0,2638902.0,2507792.0,0.0,0.13410850333467528,0.13411624930136784,1739.577831533927,1815.1978619540469,1815.1978619540469,4.76295848541739,0.5394812029189313,13.034751948135408,13.034751948135408,643.0,987.0,1018500.0,1064337.0
3,5.0.0.2,11.0,11.0,15.965373333333334,16.0,4.965371333333334,34209.342812494586,4828.343177287714,4828.343177287714,8.925515502223261,1.388848458670723,85.8860912102685,14.113908789731495,20183.0,2849.0,21232761.0,2996815.0,0.0,0.13410850333467528,0.13411624930136784,21767.518808720768,1061.6634989911634,1061.6634989911634,1.7068601519693851,0.5333417514445883,25.224309601466526,25.22430960146653,12554.0,590.0,13207374.0,621012.0
4,1.0.0.2,15.4806,15.965373333333334,20.965373333333332,21.0,5.0,4515.6299733333335,4326.503253333333,4326.503253333333,21.627515288457076,2.032743603199406,13.885077072702806,86.11492292729719,5004.0,4309.0,2822269.0,2704065.0,0.13410850333467528,0.13410850333467572,0.0,1225.5405455697005,1277.572104194943,1277.572104194943,5.14914339115417,0.6278018697290078,14.665052878813661,14.665052878813665,532.0,866.0,765963.0,798483.0
4,5.0.0.2,15.4806,15.965373333333334,20.965373333333332,21.0,5.0,18758.538986666666,4378.8648533333335,4378.8648533333335,7.805342236744318,1.160732114118039,76.65817242121886,23.341827578781135,11145.0,2601.0,11724087.0,2736791.0,0.13410850333467528,0.13410850333467572,0.0,15524.84210382651,988.7300400121577,988.7300400121577,0.859365238227778,0.5804241530361921,28.17027023549974,28.17027023549974,9223.0,587.0,9703026.0,617956.0
5,1.0.0.2,20.4806,20.965373333333332,25.965373333333332,26.0,5.0,4615.617173333333,4450.442666666667,4450.442666666667,20.025938352670376,1.970882538959221,11.269043939059395,88.7309560609406,4831.0,4287.0,2884761.0,2781527.0,0.13410850333467572,0.13410850333467572,0.0,851.280087725041,876.3476122945041,876.3476122945041,2.63681995831559,0.30891458216517675,9.918348525574817,9.918348525574817,583.0,615.0,532050.0,547717.0
5,5.0.0.2,20.4806,20.965373333333332,25.965373333333332,26.0,5.0,14372.864746666666,4222.6176000000005,4222.6176000000005,7.517235954715777,1.0775153717611419,70.62231139772186,29.377688602278138,8539.0,2509.0,8983040.0,2639136.0,0.13410850333467572,0.13410850333467572,0.0,14226.077191997038,952.3060039075195,952.3060039075195,0.7645644945687955,0.635386126796342,35.47107457049695,35.47107457049695,8452.0,565.0,8891298.0,595191.0
