round,ndi0_count,ndi1_count
1,300,6631
2,513,6661
3,505,4657
4,424,5148
5,331,7076
6,498,7770
7,440,6104
8,488,3129
9,215,4362
10,348,5913
11,656,7074
12,252,7427
13,314,5609
14,562,5276
15,198,7150
16,338,3644
17,411,7559
18,640,5431
19,653,8799
20,681,4920
21,501,4044
22,517,4341
23,501,7152
24,603,5175
25,109,3163
26,321,5415
27,287,9566
28,261,4813
29,422,3436
30,319,6352
31,615,4669
32,291,6330
33,715,5059
34,237,3358
35,513,4507
36,392,9008
37,598,6042
38,327,3093
39,604,7743
40,147,6996
41,290,7855
42,129,2615
43,432,4216
44,185,2163
45,318,4722
46,41,5142
47,148,4608
48,193,7666
49,290,6169
50,0,1380
51,662,5895
52,321,5945
53,310,4913
54,243,7323
55,179,3591
56,100,3067
57,28,3412
58,447,3549
59,192,7694
60,565,6942
61,21,4569
62,178,4338
63,340,4768
64,5,2821
65,206,6435
66,285,2861
67,558,3435
68,120,5799
69,113,4492
70,550,5496
71,338,6702
72,627,7826
73,287,9682
74,164,6352
75,212,7970
76,196,3191
77,81,4667
78,134,2939
79,25,1525
80,316,5529
81,444,5992
82,128,3104
83,357,9012
84,447,7949
85,332,6331
86,221,5493
87,191,4117
88,220,3720
89,102,3457
90,33,4494
91,268,4491
92,114,6399
93,0,4236
94,232,4599
95,75,4091
96,24,2471
97,162,1947
98,20,5804
99,281,4810
100,206,4905
