round,avg_ul_mcs
1,27.5087
2,27.0335
3,27.3472
4,27.5723
5,27.806
6,27.6455
7,27.4011
8,27.0075
9,27.4507
10,27.2242
11,27.5048
12,27.8061
13,27.1511
14,27.5966
15,27.8417
16,27.2408
17,27.488
18,27.322
19,27.5855
20,27.1596
21,27.0816
22,27.3149
23,27.5527
24,27.4595
25,27.8258
26,27.7273
27,27.8368
28,27.4265
29,26.5993
30,27.6284
31,26.8514
32,27.7691
33,26.7988
34,27.5054
35,27.1781
36,27.7223
37,27.4006
38,27.3146
39,27.6647
40,27.7995
41,27.903
42,27.652
43,27.4232
44,27.1418
45,27.5024
46,27.8601
47,27.6415
48,27.5843
49,27.7023
50,27.6957
51,26.8583
52,27.1894
53,27.4892
54,27.7946
55,27.0212
56,27.7344
57,27.732
58,26.7563
59,27.7393
60,27.116
61,27.7556
62,27.4424
63,27.332
64,27.7509
65,27.1346
66,27.3328
67,25.9519
68,27.6956
69,27.6324
70,27.2421
71,27.7291
72,27.5206
73,27.861
74,27.8582
75,27.7571
76,27.6611
77,27.7214
78,27.4159
79,27.6174
80,27.3644
81,27.4214
82,27.586
83,27.5255
84,27.5077
85,27.4496
86,27.3446
87,27.665
88,27.5117
89,27.7024
90,27.7829
91,27.4726
92,27.657
93,27.7686
94,27.7508
95,27.6918
96,27.5263
97,26.4561
98,27.8765
99,27.2271
100,27.5797
