round,count
1,6931
2,7174
3,5162
4,5572
5,7407
6,8268
7,6544
8,3617
9,4577
10,6261
11,7730
12,7679
13,5923
14,5838
15,7348
16,3982
17,7970
18,6071
19,9452
20,5601
21,4545
22,4858
23,7653
24,5778
25,3272
26,5736
27,9853
28,5074
29,3858
30,6671
31,5284
32,6621
33,5774
34,3595
35,5020
36,9400
37,6640
38,3420
39,8347
40,7143
41,8145
42,2744
43,4648
44,2348
45,5040
46,5183
47,4756
48,7859
49,6459
50,1380
51,6557
52,6266
53,5223
54,7566
55,3770
56,3167
57,3440
58,3996
59,7886
60,7507
61,4590
62,4516
63,5108
64,2826
65,6641
66,3146
67,3993
68,5919
69,4605
70,6046
71,7040
72,8453
73,9969
74,6516
75,8182
76,3387
77,4748
78,3073
79,1550
80,5845
81,6436
82,3232
83,9369
84,8396
85,6663
86,5714
87,4308
88,3940
89,3559
90,4527
91,4759
92,6513
93,4236
94,4831
95,4166
96,2495
97,2109
98,5824
99,5091
100,5111
