round,ids
1,3.35956;3.77356;4.28003;4.29456
2,3.46453;3.96257;4.19157;4.27907;4.37253
3,3.58006;3.84006;4.31907;4.47853;4.48006;4.48057
4,4.048;4.591
5,3.9555;4.6515;4.9345
6,3.081;3.4175;3.526;3.667
7,3.3925;3.781;4.115
8,3.477;4.671
9,3.34746;4.0015;4.09796;4.3495;4.49051
10,2.5595;3.014;3.231;3.514;4.09901
11,2.701;3.485;4.024
12,3.1935;3.828;3.9495;3.9605;4.7165
13,3.39046;3.799;4.121;4.753
14,3.18446;3.514;4.5985
15,2.9405;3.46546;3.60846;4.713
16,2.367;3.95496
17,2.0395;3.3255
18,2.982;4.1125
19,3.49296;3.97496;4.20346;4.319;4.602
20,3.4905;3.919;4.517
21,3.22496;3.494;3.507;3.562;4.38601
22,2.94946;3.737;3.9215;3.9965;4.09846
23,2.57246;2.9855;2.9865;4.74
24,3.10446;4.3135
25,2.78496;3.088;3.3665;3.5255
26,2.7695;3.2055;3.785
27,2.5465;3.0875;3.29696;3.402;4.698
28,2.6075;3.187;3.2305;3.23246
29,2.7935;3.23346;3.4885;3.7595;4.5185
30,3.0605;3.4805;3.73296
31,2.9075;3.20646;3.7465;3.886;3.9605
32,2.512;2.9765;3.389;3.39196;3.85446
33,2.83246;3.297;3.3755;3.422;3.6465;4.857
34,2.2625;2.69597
35,2.34046;2.48797;2.623;2.62497
36,2.6195;3.2635;3.29197;3.29197;4.679
37,1.883;2.0785
38,2.4805;3.06701;3.1415;4.22797
39,1.87347;2.33;2.3325;2.48097
40,2.2455;2.8105;2.891;2.89447;3.51001
41,2.5975;3.565;4.251
42,1.568;1.78947;2.1765
43,2.39797;2.97297;2.9775;3.49797;3.96551
44,2.514;2.932;3.03201
45,2.79546;3.0015
46,2.75697
47,2.2355;2.613;2.87951;3.3545;3.471;3.67001
48,2.609;3.2355
49,2.74699;2.96196;3.31199;3.99299
50,2.82049;3.338;3.73049;3.74249;3.84099
51,3.25896;3.65746;3.87046;3.91349;3.93796
52,2.83596;4.632
53,1.91449;2.40549
54,1.85599;2.29899;2.38496
55,2.31049;2.66399;4.012
56,2.30399;2.509;2.63799;3.385
57,3.27296;3.68099
58,3.0795;3.5945;3.84649;4.80399
59,2.50896;2.66149;3.45849
60,2.27596;2.65499;2.874
61,2.19149;2.50196;3.00046
62,2.77846;2.90746;3.90846
63,2.78649;3.478;3.76849;3.86849;3.88549
64,2.1;2.39749;2.648
65,2.95099;3.355;3.52196
66,2.26296;2.89146;2.89449;3.06646;4.14546
67,2.13;2.29999;2.9765;4.037
68,2.50449;2.9445;3.41;3.58696;3.62549;3.766
69,2.58446;4.658
70,2.1535;2.651;2.806;3.7725;4.2725
71,2.43246;2.7485;3.1705;3.19601;4.35896;4.62446
72,2.94954;3.02654
73,3.06604;3.29204;3.501;3.67304
74,2.44003;2.44954;4.1085
75,2.89803;3.28404;3.55504;3.55604;3.70204;3.89754
76,2.245;2.78096;2.977;3.11346
77,3.485;3.857;4.104
78,2.2735;2.3155;2.9455
79,1.881;2.4255
80,1.851;1.851
81,2.01896;2.3685;2.476;2.795
82,2.61046;3.09046;3.448;3.614;3.823;4.4705
83,1.575;1.90996;2.185;4.526
84,1.841;2.19696;2.317
85,1.5495;1.984;1.98596
86,2.2875;2.9905;3.0655;3.0965;3.109
87,1.8155;2.04;2.667
88,1.449;1.781
89,1.495
90,2.1525;2.42896;2.48;2.59546
91,2.797;2.906;2.949;3.0495;3.4845
92,2.23796;2.518;2.939;4.915
93,1.97396;2.4115;2.45101;2.7685
94,2.769;2.882;3.0795;3.93896
95,2.4165;2.888;3.0325;3.334;3.468
96,2.233;2.65396;2.9105
97,2.9645;3.3545;3.606;4.4675;4.691
98,2.3565;2.687;2.792;4.728
99,1.33596;1.584
100,2.267;2.7825;3.01;4.728;4.898
