round,count
1,9198
2,10210
3,12950
4,6020
5,6476
6,8399
7,5540
8,6698
9,10190
10,6916
11,5556
12,8210
13,7072
14,5765
15,7058
16,4391
17,3130
18,5287
19,7364
20,6757
21,8657
22,8492
23,5475
24,5410
25,6308
26,5432
27,6643
28,7332
29,8074
30,7234
31,8260
32,7407
33,10536
34,3552
35,6057
36,9032
37,2525
38,5586
39,4440
40,7134
41,4857
42,2205
43,6535
44,6103
45,5998
46,3838
47,6904
48,3469
49,5638
50,8549
51,9300
52,4489
53,2693
54,4980
55,4453
56,5219
57,7116
58,7420
59,4744
60,4445
61,3530
62,5381
63,8436
64,4468
65,6356
66,6768
67,4250
68,9443
69,4206
70,6514
71,7571
72,5047
73,9086
74,4185
75,9677
76,6550
77,8540
78,4077
79,2888
80,2450
81,4736
82,8458
83,3316
84,3802
85,3537
86,8335
87,2985
88,1566
89,1478
90,4785
91,7289
92,5137
93,5095
94,6272
95,6922
96,5133
97,9955
98,5636
99,1235
100,6152
