round,ndi0_count,ndi1_count
1,252,8946
2,243,9967
3,3,12947
4,485,5535
5,622,5854
6,480,7919
7,346,5194
8,854,5844
9,412,9778
10,242,6674
11,481,5075
12,207,8003
13,604,6468
14,482,5283
15,499,6559
16,567,3824
17,244,2886
18,518,4769
19,249,7115
20,395,6362
21,356,8301
22,311,8181
23,209,5266
24,562,4848
25,272,6036
26,454,4978
27,332,6311
28,256,7076
29,378,7696
30,601,6633
31,385,7875
32,402,7005
33,196,10340
34,364,3188
35,45,6012
36,399,8633
37,112,2413
38,317,5269
39,0,4440
40,114,7020
41,551,4306
42,23,2182
43,273,6262
44,389,5714
45,484,5514
46,389,3449
47,105,6799
48,243,3226
49,264,5374
50,229,8320
51,137,9163
52,446,4043
53,159,2534
54,364,4616
55,324,4129
56,231,4988
57,724,6392
58,509,6911
59,224,4520
60,330,4115
61,239,3291
62,271,5110
63,342,8094
64,365,4103
65,395,5961
66,140,6628
67,223,4027
68,89,9354
69,376,3830
70,296,6218
71,239,7332
72,462,4585
73,495,8591
74,347,3838
75,227,9450
76,261,6289
77,686,7854
78,146,3931
79,311,2577
80,77,2373
81,158,4578
82,152,8306
83,127,3189
84,177,3625
85,137,3400
86,57,8278
87,103,2882
88,49,1517
89,144,1334
90,28,4757
91,69,7220
92,315,4822
93,109,4986
94,260,6012
95,144,6778
96,270,4863
97,407,9548
98,397,5239
99,0,1235
100,468,5684
