round,avg_ul_mcs
1,27.8384
2,27.9094
3,27.9351
4,27.2324
5,27.0514
6,27.5846
7,27.3919
8,26.6733
9,27.7157
10,27.76
11,26.9213
12,27.78
13,27.4678
14,27.2031
15,27.5897
16,26.8823
17,27.4891
18,27.0112
19,27.7095
20,27.4487
21,27.7475
22,27.6045
23,27.7795
24,26.9701
25,27.6114
26,27.2765
27,27.5744
28,27.6463
29,27.7324
30,27.5008
31,27.5364
32,27.6143
33,27.8577
34,26.2936
35,27.7961
36,27.5107
37,27.1081
38,27.0029
39,27.8423
40,27.7805
41,27.084
42,27.6204
43,27.7333
44,27.212
45,26.9013
46,27.2116
47,27.8407
48,27.2658
49,27.6217
50,27.6131
51,27.6805
52,26.9225
53,27.2124
54,27.2088
55,27.2614
56,27.7319
57,26.7151
58,27.6026
59,27.6511
60,26.3606
61,27.3003
62,27.536
63,27.5885
64,27.2473
65,27.4043
66,27.8373
67,27.4671
68,27.8918
69,27.4696
70,27.6679
71,27.6887
72,27.0797
73,27.4534
74,27.4996
75,27.841
76,27.7878
77,27.2023
78,27.5352
79,27.4467
80,27.4535
81,27.5621
82,27.8237
83,27.8049
84,27.2149
85,27.4767
86,27.835
87,27.5772
88,27.3525
89,27.3254
90,27.8527
91,27.8074
92,27.4697
93,27.6816
94,27.6071
95,27.8353
96,27.4847
97,27.6223
98,27.6943
99,27.4332
100,27.6102
