round,start,end,dur_s,dest,tx_kbit_s,rx_kbit_s,throughput_kbit_s,mean_delay_ms,mean_jitter_ms,packet_loss_pct,delivery_ratio_pct,tx_pkts,rx_pkts,tx_bytes,rx_bytes
1,1,6,5,1.0.0.2,6267.05,6172.2,6172.2,17.9485,1.5237,0.741545,99.2585,5529,5488,3916906,3857623
1,1,6,5,5.0.0.2,198615,6774.53,6774.53,6.5501,2.35204,96.589,3.41102,118000,4025,124134601,4234084
2,6,11,5,1.0.0.2,6814.61,6725.96,6725.96,23.7668,1.61398,0.657439,99.3426,5780,5742,4259133,4203724
2,6,11,5,5.0.0.2,65614.3,6589.97,6589.97,6.55519,2.34878,89.9566,10.0434,38981,3915,41008969,4118734
3,11,15.4806,4.48057,1.0.0.2,7840.9,7840.87,7840.87,24.1946,1.85743,0,100,5833,5833,4391460,4391444
3,11,15.4806,4.48057,5.0.0.2,65614.3,6589.97,6589.97,6.55572,2.34932,89.9576,10.0424,34932,3508,36748692,3690853
4,15.4806,20.4806,5,1.0.0.2,3422.33,3260.17,3260.17,22.047,1.85269,1.87661,98.1234,4263,4183,2138954,2037604
4,15.4806,20.4806,5,5.0.0.2,65614.3,6589.97,6589.97,6.55519,2.34878,89.9566,10.0434,38981,3915,41008969,4118734
5,20.4806,25.4806,5,1.0.0.2,4366.88,4163.69,4163.69,20.8827,2.11845,12.467,87.533,4917,4304,2729303,2602309
5,20.4806,25.4806,5,5.0.0.2,53403.7,6032.46,6032.46,6.44589,2.33831,88.7036,11.2964,31727,3584,33377292,3770288
6,25.4806,30.4806,5,1.0.0.2,6145.3,6007.61,6007.61,22.5692,2.20133,1.24103,98.759,5157,5093,3840812,3754758
6,25.4806,30.4806,5,5.0.0.2,33972.9,5145.29,5145.29,6.22373,2.31644,84.8536,15.1464,20183,3057,21233036,3215807
7,30.4806,35.4806,5,1.0.0.2,4358.91,4168.71,4168.71,16.2168,1.72658,11.585,88.415,4877,4312,2724321,2605447
7,30.4806,35.4806,5,5.0.0.2,13812.4,3922.07,3922.07,6.29905,2.33653,71.6061,28.3939,8206,2330,8632740,2451295
8,35.4806,40.4806,5,1.0.0.2,4345.3,4103.47,4103.47,26.5875,2.48071,2.61424,97.3858,4705,4582,2715815,2564666
8,35.4806,40.4806,5,5.0.0.2,10622.8,3728.54,3728.54,6.31545,2.33984,64.9026,35.0974,6311,2215,6639231,2330340
9,40.4806,45.4806,5,1.0.0.2,6266.73,6131.55,6131.55,22.1806,1.89847,1.06865,98.9314,5521,5462,3916709,3832218
9,40.4806,45.4806,5,5.0.0.2,10622.8,3728.54,3728.54,6.31545,2.33984,64.9026,35.0974,6311,2215,6639231,2330340
10,45.4806,50.4806,5,1.0.0.2,7000.56,6914.39,6914.39,15.4732,1.12172,0.643255,99.3567,5752,5715,4375349,4321495
10,45.4806,50.4806,5,5.0.0.2,10622.8,3728.54,3728.54,6.31545,2.33984,64.9026,35.0974,6311,2215,6639231,2330340
11,50.4806,55.4806,5,1.0.0.2,4337.45,4124.9,4124.9,18.3013,2.28093,12.8591,87.1409,4386,3822,2710907,2578063
