round,total_ul_rbg
1,60180
2,56241
3,52136
4,55737
5,51177
6,44574
7,31781
8,32722
9,31962
10,30262
11,31508
12,31680
13,32682
14,30314
15,22565
16,22040
17,20917
18,21406
19,21366
20,21317
21,21928
22,21767
23,20934
24,23118
25,21558
26,21595
27,22032
28,21525
29,21535
30,22599
31,21572
32,21767
33,20447
34,20459
35,20545
36,22046
37,19930
38,21327
39,19959
40,20928
41,22081
42,20261
43,21456
44,21163
45,21635
46,21383
47,15840
48,21047
49,21249
50,21489
51,22032
52,21568
53,20867
54,21089
55,20981
56,21071
57,21922
58,22078
59,21535
60,21123
61,20693
62,21352
63,21239
64,21576
65,22097
66,20840
67,20663
68,16871
69,21437
70,21349
71,19161
72,21057
73,22859
74,21974
75,17622
76,20819
77,23062
78,20765
79,21812
80,20984
81,21010
82,19350
83,20071
84,21194
85,20526
86,21527
87,20970
88,20043
89,21170
90,20622
91,21047
92,20973
93,20586
94,20572
95,20092
96,20993
97,22467
98,21423
99,20227
100,22226
