round,ids
1,130
2,71;12
3,42;107;79
4,150;84
5,134;72;122
6,66;127;149;43
7,33;148
8,34;64;128;135
9,96;150;39;71
10,126;87
11,20;148
12,128;138;27;13
13,87;64;33
14,150;71
15,79;64;18;3
16,6;44;70;8
17,149;81;18;99
18,58;18
19,68
20,104;70;13;37
21,138;126
22,102
23,149;81;148;14
24,149
25,42
26,149;96;87;1
27,58
28,52;104;85
29,84;81;87;144
30,130;90;13;143;104;85
31,72;141;42;49
32,93;112;111;56
33,141;131;126
34,27;90;137
35,85;125;12;146
36,126;79;71
37,149;128;75;135
38,107;130;104;52
39,149;52;150
40,52
41,115;128;101
43,43;62;52;79
44,60;135;9
45,62;33;75
46,129;74;144
47,68
48,18;134;66;4;1
49,144;81;141;147;121
50,27;6;91
51,90;150;27;30
52,116;141;39;56
53,33;7
54,83;45;125;87;135
55,3;39;85
56,134;44;3;43
57,39;12;127
58,27;150;18;120
59,6;70;44;62
60,6;138;13;74
61,134;129;148
62,121;68
63,127;115;116;91
64,64;141;71;74
65,45;70;66;20;138
66,131;144
67,149;134;145
68,76;39;71;63
69,30;99;56
70,128;83;91
71,134;30;44;71;50
72,39;83;30;2
73,115;42;46
74,42;138
75,128
76,104;96;126
77,74;145
78,133;28
79,1;116;27;137
80,127;129;64
81,1;44;120;56
82,129;51;71;124
83,128;7;144
84,108;45;100;39
85,128;12;71
86,70;128;134
87,39;84;133
88,129;112;143;18;91
89,125;76
90,129;50;137
91,75
92,27;34;81;49
93,134;112;49
94,50;116;39;28
95,134;84;72
96,100;37
97,84;6;92
98,49
99,1;130;87;121
100,62;128;56
