round,total_ul_rbg
1,37267
2,39365
3,39720
4,41408
5,41528
6,44933
7,44946
8,51715
9,46283
10,34575
11,44751
12,45408
13,46628
14,39239
15,49054
16,41984
17,50290
18,40851
19,16247
20,44962
21,60037
22,42020
23,47901
24,28009
25,18860
26,49428
27,15635
28,29577
29,40735
30,60904
31,41690
32,45097
33,42855
34,36429
35,40408
36,33077
37,46189
38,49647
39,30285
40,22267
41,33959
42,37239
43,48385
44,36120
45,37448
46,39864
47,12783
48,60621
49,56489
50,29794
51,48233
52,42810
53,29700
54,49423
55,52808
56,39803
57,30732
58,39617
59,54211
60,44760
61,34691
62,48278
63,50161
64,44597
65,50385
66,24469
67,28969
68,43209
69,39696
70,51189
71,54302
72,42930
73,44427
74,41580
75,13401
76,51403
77,33842
78,31115
79,44851
80,42261
81,55090
82,42794
83,34401
84,38830
85,35003
86,35925
87,50178
88,51419
89,20899
90,43435
91,11240
92,51803
93,33490
94,42941
95,29985
96,22857
97,38785
98,35792
99,40935
100,33175
