round,ndi0_count,ndi1_count
1,189,6744
2,486,4295
3,492,4959
4,720,6326
5,467,4957
6,452,7483
7,584,5694
8,392,5859
9,487,6004
10,704,5632
11,655,4274
12,454,8164
13,408,6041
14,603,4304
15,357,7337
16,172,5483
17,431,5999
18,457,4517
19,217,1406
20,679,5856
21,719,6766
22,495,3991
23,436,4681
24,393,2496
25,343,2447
26,622,6042
27,160,1561
28,112,2712
29,220,6534
30,139,9459
31,140,4701
32,221,4442
33,511,4831
34,304,4376
35,225,4234
36,361,3857
37,347,6068
38,376,5902
39,177,3490
40,273,1947
41,244,3060
42,543,4000
43,232,5846
44,308,3041
45,95,4208
46,439,3042
47,207,768
48,281,7456
49,393,6365
50,103,3489
51,351,6215
52,148,3908
53,276,2099
54,169,7456
55,471,6774
56,118,4655
57,43,2756
58,169,5159
59,522,11367
60,354,6649
61,158,2787
62,532,4743
63,280,5082
64,269,4591
65,409,7227
66,261,2448
67,150,2823
68,400,4199
69,328,3429
70,486,6834
71,287,5674
72,312,4658
73,352,5168
74,520,5089
75,35,754
76,399,6569
77,543,2951
78,443,2618
79,315,6201
80,348,4782
81,498,6295
82,398,4204
83,293,4329
84,116,3719
85,301,4782
86,268,4297
87,486,5030
88,124,6858
89,113,1363
90,461,3990
91,97,903
92,403,6399
93,265,3674
94,293,4674
95,125,2966
96,310,1424
97,428,3832
98,568,3121
99,116,4667
100,261,3196
