round,total_ul_rbg
1,55884
2,31201
3,33013
4,29097
5,23379
6,24023
7,23673
8,23578
9,24350
10,24106
11,23285
12,23623
13,23127
14,24216
15,23435
16,22760
17,24205
18,23171
19,22800
20,23918
21,25684
22,24421
23,23188
24,22602
25,22325
26,23868
27,21804
28,22271
29,22606
30,22587
31,22284
32,22675
33,23792
34,23159
35,22655
36,22304
37,23262
38,23267
39,22704
40,22310
41,23039
42,23461
43,23025
44,23460
45,23094
46,23477
47,22346
48,22864
49,23771
50,22723
51,22928
52,22153
53,22783
54,22571
55,23806
56,23549
57,22149
58,22899
59,24154
60,24751
61,23300
62,24248
63,22864
64,22616
65,24052
66,22702
67,22216
68,23081
69,24057
70,22958
71,22600
72,23069
73,22984
74,23876
75,21691
76,23439
77,23339
78,23100
79,23118
80,23447
81,23705
82,23231
83,23040
84,22613
85,23017
86,21978
87,23638
88,23907
89,21948
90,23314
91,21866
92,23063
93,23335
94,22921
95,21570
96,22384
97,22841
98,23973
99,22568
100,23271
