round,start_sim,end_sim,duration_sim,start_wall,end_wall,duration_wall
1,1,6,5,19:15:54,19:23:39,465.305
2,6,11,5,19:23:39,19:30:22,402.758
3,11,16,5,19:30:22,19:38:10,467.944
4,16,21,5,19:38:10,19:45:14,424.16
5,21,26,5,19:45:14,19:52:36,441.665
6,26,31,5,19:52:36,20:00:08,452.922
7,31,36,5,20:00:08,20:07:19,430.99
8,36,41,5,20:07:19,20:14:57,457.552
9,41,46,5,20:14:57,20:21:54,416.596
10,46,51,5,20:21:54,20:29:33,459.607
11,51,56,5,20:29:33,20:37:04,451.013
12,56,61,5,20:37:04,20:43:32,387.475
13,61,66,5,20:43:32,20:50:01,389.364
14,66,71,5,20:50:01,20:57:09,427.602
15,71,76,5,20:57:09,21:04:14,425.815
16,76,81,5,21:04:14,21:10:31,376.46
17,81,86,5,21:10:31,21:16:59,388.523
18,86,91,5,21:16:59,21:24:05,425.527
19,91,96,5,21:24:05,21:30:05,359.855
20,96,101,5,21:30:05,21:37:02,417.347
21,101,106,5,21:37:02,21:43:05,362.583
22,106,111,5,21:43:05,21:49:58,412.944
23,111,116,5,21:49:58,21:56:38,400.273
24,116,121,5,21:56:38,22:04:02,443.707
25,121,125.97,4.97008,22:04:02,22:11:04,422.288
26,125.97,130.97,5,22:11:04,22:17:44,400.351
27,130.97,135.97,5,22:17:44,22:24:10,385.3
28,135.97,140.97,5,22:24:10,22:30:39,389.424
29,140.97,145.97,5,22:30:39,22:37:22,402.87
30,145.97,150.97,5,22:37:22,22:43:59,396.918
31,150.97,155.97,5,22:43:59,22:50:14,375.248
32,155.97,160.326,4.35549,22:50:14,22:56:31,376.731
33,160.326,165.326,5,22:56:31,23:03:35,424.103
34,165.326,170.326,5,23:03:35,23:10:36,420.998
35,170.326,175.326,5,23:10:36,23:17:16,399.827
36,175.326,180.326,5,23:17:16,23:23:03,347.61
37,180.326,185.326,5,23:23:03,23:29:48,404.353
38,185.326,190.326,5,23:29:48,23:35:55,367.404
39,190.326,194.981,4.65501,23:35:55,23:42:24,389.189
40,194.981,199.172,4.19149,23:42:24,23:48:31,366.542
41,199.172,204.172,5,23:48:31,23:55:10,399.398
42,204.172,209.172,5,23:55:10,00:02:25,434.317
43,209.172,214.172,5,00:02:25,00:08:31,366.215
44,214.172,219.172,5,00:08:31,00:14:40,369.366
45,219.172,224.172,5,00:14:40,00:21:05,384.451
46,224.172,229.172,5,00:21:05,00:27:38,392.864
47,229.172,234.172,5,00:27:38,00:33:56,378.913
48,234.172,239.172,5,00:33:56,00:40:02,365.07
49,239.172,244.172,5,00:40:02,00:46:11,369.106
50,244.172,249.172,5,00:46:11,00:52:48,396.91
51,249.172,254.172,5,00:52:48,00:58:52,364.159
52,254.172,259.172,5,00:58:52,01:05:04,372.108
53,259.172,264.172,5,01:05:04,01:10:59,355.209
54,264.172,269.172,5,01:10:59,01:17:08,368.702
55,269.172,274.172,5,01:17:08,01:23:21,373.21
56,274.172,279.172,5,01:23:21,01:30:10,409
57,279.172,284.172,5,01:30:10,01:36:26,376.3
58,284.172,289.172,5,01:36:26,01:42:33,367.266
59,289.172,294.172,5,01:42:33,01:48:45,371.273
60,294.172,299.172,5,01:48:45,01:54:52,367.628
61,299.172,304.172,5,01:54:52,02:01:01,368.386
62,304.172,309.172,5,02:01:01,02:07:33,392.105
63,309.172,314.172,5,02:07:33,02:14:05,392.186
64,314.172,319.172,5,02:14:05,02:20:13,367.913
65,319.172,324.172,5,02:20:13,02:26:16,362.762
66,324.172,329.172,5,02:26:16,02:31:53,337.066
67,329.172,334.172,5,02:31:53,02:38:27,394.03
68,334.172,339.172,5,02:38:27,02:44:11,343.994
69,339.172,344.172,5,02:44:11,02:50:16,364.803
70,344.172,349.172,5,02:50:16,02:56:11,355.378
71,349.172,354.172,5,02:56:11,03:02:04,352.745
72,354.172,359.172,5,03:02:04,03:08:39,394.815
73,359.172,364.172,5,03:08:39,03:14:47,368.454
74,364.172,369.172,5,03:14:47,03:20:56,368.896
75,369.172,374.172,5,03:20:56,03:27:24,388.003
76,374.172,379.172,5,03:27:24,03:34:08,404.147
77,379.172,384.172,5,03:34:08,03:40:38,389.531
78,384.172,389.172,5,03:40:38,03:46:00,322.721
79,389.172,394.172,5,03:46:00,03:52:05,364.733
80,394.172,399.172,5,03:52:05,03:58:25,379.447
81,399.172,404.172,5,03:58:25,04:04:48,383.06
82,404.172,409.172,5,04:04:48,04:10:28,340.224
83,409.172,414.172,5,04:10:28,04:15:51,323.629
84,414.172,419.172,5,04:15:51,04:21:58,366.358
85,419.172,424.172,5,04:21:58,04:27:35,337.251
86,424.172,429.172,5,04:27:35,04:33:12,336.465
87,429.172,434.172,5,04:33:12,04:39:12,360.289
88,434.172,439.172,5,04:39:12,04:44:49,337.261
89,439.172,444.172,5,04:44:49,04:50:47,357.446
90,444.172,449.172,5,04:50:47,04:56:12,325.367
91,449.172,454.172,5,04:56:12,05:02:33,380.792
92,454.172,459.172,5,05:02:33,05:09:06,393.558
93,459.172,464.172,5,05:09:06,05:14:46,340.146
94,464.172,469.172,5,05:14:46,05:20:21,334.478
95,469.172,474.172,5,05:20:21,05:25:59,338.099
96,474.172,479.172,5,05:25:59,05:32:43,404.018
97,479.172,484.172,5,05:32:43,05:39:02,378.673
98,484.172,489.172,5,05:39:02,05:45:07,365.718
99,489.172,494.172,5,05:45:07,05:50:33,325.414
100,494.172,499.172,5,05:50:33,05:56:15,341.87
