round,ids
1,34;83
2,139;19
3,131;129;137
4,51;10;79;119
5,131;127;32;71
6,42;72;139
7,141;111;26;33;105
8,6;33
9,60;111;12
10,46;60;72;8;36
11,18;51;138;111;130
12,91;12
13,80;6
14,36;76;148
15,51;8;120;29
16,134;96
17,110;125
18,44;75;149;82;91
19,91;35
20,81;4
21,116;36
22,50;150;125;102
23,147;71;133;52;10
24,60;68
25,66;51;54;74;36;9
26,35;94;74;91;27
27,59;42
28,111;66;121
29,112;81;4;86;125
30,118;121;85
31,82;79;36
32,144;135;149;119;83;46
33,111;96;113
34,26;44;128;126
35,138;79;6;124
36,81;101;50
37,34;144;84
38,18;150;3
39,8;112;50;116;10;124
40,118;112;36;137;128;61
41,129;116;72;46
42,118;119;116
43,92;110
44,76
45,84;81;68;130;125
46,113;111;34;125
47,87;150;132;3
48,148;135;42;82
49,116;101;66;54
50,141;112;56;94;126
51,51;125
52,33;52;109
53,57;110;64
54,44;72;90
55,70;54;103
56,10;39;122
57,72;128;44;122
58,149;138;42;54
59,94;141;83;59
60,110;127;83;32
61,137;96;76
62,65;34;101
63,54;5;34
64,111;50;74
65,82;5;138;79
66,76
67,111;81;10;89
68,80;70;72
69,112;81;124
70,68;3
71,144;26
72,12;70;5;46
73,39;144;65;3
74,4;68;11;130
75,128;66;56;138;46
76,31;138;6
77,69;103;36;131
78,33;83
79,100;44;32
80,150;112;81;74
81,66;26;4;83;9
82,81;117;124
83,116;69
84,116;8;105;150
85,80;135;94
86,62;4;139
87,62;83;129;125
88,135;79
89,57;116;94;105
90,51;96
91,51;60;89;118;110
92,150;116;117;55;34
93,144;129;110
94,149;147
95,5;76;52
96,115;11;130;10;89
97,147;36;139
98,87;147;139;59
99,94;76
100,72;81;74
