round,ids
1,4.74306;4.84907
2,3.28257;4.15207
3,4.37407;4.51557;4.53307
4,3.54157;3.66407;4.00253;4.11457
5,3.47403;3.76406;3.94607;4.66107
6,4.18857;4.41253;4.61607
7,3.60556;3.65007;3.67656;3.77807;4.11207
8,3.58057;4.18057
9,3.40507;3.44157;3.46457
10,3.73907;3.97707;4.23653;4.67357;4.70103
11,3.76957;4.28753;4.42207;4.42753;4.53903
12,2.67707;2.87703
13,2.93357;3.02307
14,3.36307;4.10107;4.94857
15,3.30007;3.49707;4.53503;4.62757
16,2.39753;3.02107
17,3.06603;3.47257
18,2.91753;3.62007;3.68507;3.75057;4.63507
19,1.81907;2.42203
20,3.39103;3.56307
21,1.97757;2.57357
22,2.64003;3.04057;4.60503;4.84057
23,2.18107;2.48107;2.99157;4.20057;4.65307
24,3.23657;3.53407
25,2.64507;3.47107;3.92357;3.97357;4.49403;4.97008
26,2.62746;2.88096;3.46249;3.77449;4.03649
27,1.87549;2.73199
28,2.47049;2.61699;4.01399
29,2.49999;3.01999;3.03549;3.28149;4.36499
30,2.69799;3.58946;4.37399
31,2.03149;2.52499;2.67549
32,1.95449;2.25599;2.85049;3.50799;3.76499;4.35549
33,3.34796;3.4955;4.629
34,2.905;3.262;3.292;3.708
35,1.9655;3.155;3.3415;4.6665
36,1.501;1.82496;2.118
37,2.818;2.9965;3.14696
38,2.3525;2.353;3.129
39,1.5295;2.73651;3.169;3.176;3.48496;4.65501
40,1.922;2.74149;3.30549;3.37499;3.41546;4.19149
41,2.8195;3.0465;3.04996;3.3815
42,3.23146;3.6655;3.90596
43,2.0785;3.987
44,2.529
45,1.2525;2.51496;2.598;3.393;3.515
46,2.3255;2.713;2.881;4.518
47,2.36;2.5425;2.8175;3.0925
48,1.38746;2.2665;2.5745;2.575
49,1.75246;2.19096;2.37;3.09
50,2.68246;2.709;2.70996;2.8225;3.1625
51,1.2325;3.106
52,2.07446;3.58096;3.99496
53,1.372;2.318;3.0835
54,2.452;2.5845;3.55896
55,2.21246;2.35696;2.7155
56,3.4825;3.505;4.63801
57,1.744;2.29346;2.29346;2.82701
58,1.4265;2.2075;2.4415;2.76696
59,1.9805;2.2415;2.296;3.2825
60,2.111;2.20196;2.25996;2.58696
61,1.7235;2.214;4.676
62,1.7955;2.787;2.908
63,2.751;2.91346;2.9325
64,1.315;2.254;2.57846
65,1.4215;1.86546;2.204;2.6025
66,2.27
67,2.334;2.778;2.7835;3.0665
68,1.158;1.575;1.72646
69,1.27746;2.166;4.681
70,1.898;2.3245
71,1.826;1.9815
72,2.1705;2.178;2.5005;4.2455
73,1.87196;2.295;2.3;4.5195
74,2.073;2.1525;2.32046;4.0365
75,1.1895;2.4805;2.90346;2.9055;4.38046
76,2.358;2.864;3.7505
77,2.18296;2.63;3.036;3.3505
78,1.2055;1.4465
79,1.9175;2.0395;2.8805
80,1.9085;2.308;2.379;2.79796
81,1.1265;2.749;2.75;2.7565;3.885
82,1.5425;1.72796;2.86446
83,1.17996;1.449
84,1.438;1.88846;2.3205;2.399
85,0.994;1.583;2.036
86,1.217;1.59796;1.6675
87,1.117;2.227;2.24196;3.47951
88,1.11246;1.70746
89,1.10496;2.29946;2.3;2.5515
90,1.1305;1.69
91,1.1185;2.63746;2.674;3.01951;3.5285
92,2.517;2.8605;2.8755;2.9625;3.176
93,1.713;1.714;2.304
94,1.1065;1.74246
95,1.05446;1.5745;2.344
96,2.0565;2.347;2.818;3.0265;3.3665
97,1.93496;2.601;3.611
98,1.958;2.1045;2.45451;2.9855
99,1.211;1.751
100,1.50446;1.7175;2.334
