round,count
1,6065
2,4298
3,7130
4,5523
5,7609
6,5884
7,8690
8,4489
9,5097
10,6729
11,7903
12,3152
13,3056
14,5467
15,6704
16,2842
17,3663
18,7708
19,2964
20,4388
21,2701
22,5739
23,5128
24,5349
25,7164
26,5627
27,3662
28,3893
29,5357
30,4217
31,3093
32,5581
33,6120
34,5758
35,4067
36,2075
37,4074
38,3595
39,5942
40,6463
41,5026
42,7314
43,2837
44,1916
45,4497
46,4152
47,3586
48,3256
49,4006
50,6495
51,2861
52,2837
53,2276
54,3647
55,3593
56,5648
57,4669
58,2959
59,3682
60,3680
61,3314
62,3978
63,4877
64,3467
65,2759
66,1324
67,4633
68,1625
69,2590
70,2573
71,1664
72,5025
73,3703
74,3546
75,4593
76,3353
77,4212
78,980
79,3594
80,4073
81,5805
82,2183
83,1037
84,3088
85,1765
86,1946
87,3555
88,1718
89,3476
90,1134
91,4836
92,5612
93,2664
94,1448
95,1857
96,4711
97,3118
98,4084
99,1406
100,2165
