round,start,end,dur_s,dest,tx_kbit_s,rx_kbit_s,throughput_kbit_s,mean_delay_ms,mean_jitter_ms,packet_loss_pct,delivery_ratio_pct,tx_pkts,rx_pkts,tx_bytes,rx_bytes
1,1,6,5,1.0.0.2,4723.9,4578.91,4578.91,18.8999,1.7417,1.34666,98.6533,4604,4542,2952439,2861820
1,1,6,5,5.0.0.2,151169,6207.64,6207.64,8.52651,2.6619,95.8946,4.10538,89809,3687,94480396,3879777
2,6,11,5,1.0.0.2,3199.11,2951.96,2951.96,20.6183,2.72284,42.0487,57.9513,5301,3072,1999446,1844972
2,6,11,5,5.0.0.2,48033.2,5333.38,5333.38,6.69703,2.35988,88.8951,11.1049,28537,3169,30020727,3333361
3,11,16,5,1.0.0.2,4650.91,4531.04,4531.04,19.0791,1.69513,1.2703,98.7297,4802,4741,2906820,2831902
3,11,16,5,5.0.0.2,42430.6,5180.71,5180.71,6.67401,2.35883,87.7901,12.2099,25209,3078,26519103,3237944
4,16,21,5,1.0.0.2,4854.97,4734.17,4734.17,15.5524,1.26883,20.8678,79.1322,5439,4304,3034353,2958854
4,16,21,5,5.0.0.2,12594.7,4367.71,4367.71,6.52017,2.34961,65.3214,34.6786,7483,2595,7871717,2729816
5,21,26,5,1.0.0.2,6316.96,6118.6,6118.6,28.134,1.92045,1.59721,98.4028,5447,5360,3948097,3824128
5,21,26,5,5.0.0.2,12594.7,4367.71,4367.71,6.52017,2.34961,65.3214,34.6786,7483,2595,7871717,2729816
6,26,31,5,1.0.0.2,4297.01,4130.88,4130.88,16.6453,1.68149,11.5592,88.4408,5009,4430,2685629,2581801
6,26,31,5,5.0.0.2,12594.7,4367.71,4367.71,6.52017,2.34961,65.3214,34.6786,7483,2595,7871717,2729816
7,31,36,5,1.0.0.2,5937.79,5865.67,5865.67,23.3661,1.64124,9.89431,90.1057,5488,4945,3711118,3666045
7,31,36,5,5.0.0.2,12594.7,4367.71,4367.71,6.52017,2.34961,65.3214,34.6786,7483,2595,7871717,2729816
8,36,41,5,1.0.0.2,3409.92,3163.18,3163.18,14.9072,1.31829,3.66861,96.3314,4116,3965,2131201,1976988
8,36,41,5,5.0.0.2,12594.7,4367.71,4367.71,6.52017,2.34961,65.3214,34.6786,7483,2595,7871717,2729816
