round,count
1,8502
2,3008
3,3853
4,8242
5,8305
6,5006
7,5127
8,5966
9,6697
10,3281
11,7806
12,6658
13,6951
14,7632
15,7838
16,6973
17,5826
18,3834
19,6219
20,7439
21,6784
22,6787
23,7292
24,7472
25,6592
26,6406
27,5317
28,5812
29,5452
30,7248
31,5566
32,6445
33,3796
34,6052
35,3575
36,7139
37,5957
38,8095
39,6044
40,8726
41,3570
42,6063
43,5658
44,6373
45,6836
46,6139
47,4460
48,7313
49,5241
50,6548
51,3423
52,3238
53,4592
54,3726
55,5076
56,5376
57,3781
58,5288
59,4887
60,7279
61,5258
62,4763
63,6438
64,6953
65,5776
66,3479
67,4351
68,3156
69,5362
70,5170
71,6862
72,6329
73,3106
74,5862
75,7992
76,4874
77,4811
78,8083
79,4708
80,6666
81,2062
82,4151
83,6421
84,4377
85,7950
86,6467
87,8048
88,4152
89,7306
90,7741
91,6173
92,5736
93,5696
94,3167
95,7072
96,8044
97,6700
98,6488
99,4358
100,5803
