round,avg_ul_mcs
1,27.9012
2,27.5731
3,27.7656
4,27.8641
5,27.6978
6,27.8602
7,27.8362
8,27.8114
9,27.8537
10,27.8217
11,27.8194
12,27.827
13,27.8146
14,27.8899
15,27.875
16,27.8321
17,27.793
18,27.4499
19,27.8424
20,27.7637
21,27.8968
22,27.8098
23,27.4473
24,27.8465
25,27.7978
26,27.8689
27,27.8146
28,27.7373
29,27.8125
30,27.6175
31,27.7729
32,27.867
33,27.8488
34,27.7241
35,26.9631
36,27.653
37,27.8029
38,27.8962
39,27.767
40,27.8864
41,27.4734
42,27.7848
43,27.3874
44,27.8462
45,27.8948
46,27.8625
47,27.4753
48,27.8468
49,27.9199
50,27.8503
51,27.9182
52,27.6887
53,27.7012
54,27.6897
55,27.7794
56,27.8177
57,27.6059
58,27.7419
59,27.6892
60,27.788
61,27.8047
62,27.6311
63,27.8184
64,27.8752
65,27.6936
66,27.478
67,27.6205
68,27.8083
69,27.8144
70,27.8375
71,27.8368
72,27.8673
73,27.8648
74,27.7056
75,27.8133
76,27.8564
77,27.3193
78,27.8575
79,27.6963
80,27.8282
81,27.6775
82,27.5991
83,27.6695
84,27.27
85,27.8591
86,27.8918
87,27.8782
88,27.7758
89,27.7227
90,27.877
91,27.8866
92,27.8536
93,27.4401
94,27.8232
95,27.8009
96,27.8956
97,27.8746
98,27.8705
99,27.7916
100,27.7743
